customer,beta,dataset,run,strategy,segments,tabu_iterations,best_solution,best_solution_one_visit,best_solution_multi_visit,fitness_best_solution,fitness_best_solution_one_visit,fitness_best_solution_multi_visit,runtime_sec,best_t_segment
15,3,C101_3.dat,1,no_div,13,365,"[[[[0, [7, 3, 1, 4, 6, 8, 5, 9]], [7, []], [3, []], [1, []], [4, []], [8, []], [5, []], [9, []], [6, []]], [[0, []], [2, [2, 13]], [13, []], [10, [10, 14]], [11, [11]], [15, [15]], [14, []], [12, [12]]]], [[[2, [2, 13]]], [[10, [10, 14]]], [[11, [11]]], [[15, [15]]], [[12, [12]]]]]","[[0, 7, 3, 1, 4, 8, 5, 9, 6], [0, 2, 13, 10, 11, 15, 14, 12]]","[[[2, [2, 13]]], [[10, [10, 14]]], [[11, [11]]], [[15, [15]]], [[12, [12]]]]",406.0788655293196,406.0788655293196,406.0788655293196,20.21037554740906,0
15,3,C101_3.dat,1,div,14,370,"[[[[0, [1, 2]], [1, []], [3, [3, 11, 13]], [2, []], [11, [14]], [13, []], [14, []], [15, [15]], [12, [12, 9]], [9, []]], [[0, [5, 4, 10, 7, 8, 6]], [5, []], [4, []], [10, []], [7, []], [8, []], [6, []]]], [[[3, [3, 11]]], [[3, [13]]], [[11, [14]]], [[15, [15]]], [[12, [12, 9]]]]]","[[0, 1, 3, 2, 11, 13, 14, 15, 12, 9], [0, 5, 4, 10, 7, 8, 6]]","[[[3, [3, 11]]], [[3, [13]]], [[11, [14]]], [[15, [15]]], [[12, [12, 9]]]]",406.0788655293196,406.0788655293196,406.0788655293196,20.53004622459412,0
