customer,beta,dataset,run,strategy,segments,tabu_iterations,best_solution,best_solution_one_visit,best_solution_multi_visit,fitness_best_solution,fitness_best_solution_one_visit,fitness_best_solution_multi_visit,runtime_sec,best_t_segment
15,0.5,RC101_0.5.dat,5,no_div,13,342,"[[[[0, [1, 3, 5, 4, 8, 7, 6, 2]], [1, []], [3, []], [5, []], [4, []], [8, []], [7, []], [6, []], [2, []]], [[0, [14, 13, 9, 11, 10]], [14, []], [15, [15, 12]], [13, []], [9, []], [11, []], [10, []], [12, []]]], [[[15, [15]]], [[15, [12]]]]]","[[0, 1, 3, 5, 4, 8, 7, 6, 2], [0, 14, 15, 13, 9, 11, 10, 12]]","[[[15, [15]]], [[15, [12]]]]",296,296,296,15.66802406311035,0
15,0.5,RC101_0.5.dat,5,div,14,370,"[[[[0, [1, 3, 5, 4, 8, 7, 6, 2]], [1, []], [3, []], [5, []], [4, []], [8, []], [7, []], [6, []], [2, []]], [[0, [13, 9, 11, 15, 12, 14]], [10, [10]], [13, []], [9, []], [11, []], [15, []], [14, []], [12, []]]], [[[10, [10]]]]]","[[0, 1, 3, 5, 4, 8, 7, 6, 2], [0, 10, 13, 9, 11, 15, 14, 12]]","[[[10, [10]]]]",303,303,303,15.7200665473938,0
