customer,beta,dataset,run,strategy,segments,tabu_iterations,best_solution,best_solution_one_visit,best_solution_multi_visit,fitness_best_solution,fitness_best_solution_one_visit,fitness_best_solution_multi_visit,runtime_sec,best_t_segment
15,0.5,C101_0.5.dat,3,no_div,18,521,"[[[[0, [13]], [10, [10, 14, 7]], [12, [12, 15]], [14, []], [15, []], [13, []], [7, []]], [[0, [4, 2, 1, 6, 11]], [11, []], [9, [9, 5]], [2, []], [5, []], [6, []], [8, [8]], [1, []], [3, [3]], [4, []]]], [[[10, [10]]], [[10, [14, 7]]], [[9, [9, 5]]], [[12, [12, 15]]], [[8, [8]]], [[3, [3]]]]]","[[0, 10, 12, 14, 15, 13, 7], [0, 11, 9, 2, 5, 6, 8, 1, 3, 4]]","[[[10, [10]]], [[10, [14, 7]]], [[9, [9, 5]]], [[12, [12, 15]]], [[8, [8]]], [[3, [3]]]]",233,233,233,34.22923564910889,5
15,0.5,C101_0.5.dat,3,div,16,464,"[[[[0, [5, 6, 11, 1]], [9, [9, 2]], [2, []], [5, []], [6, []], [11, []], [8, [8]], [4, [4]], [1, []], [3, [3]]], [[0, [13]], [10, [10, 7, 14]], [12, [12, 15]], [14, []], [15, []], [13, []], [7, []]]], [[[10, [10]]], [[10, [7, 14]]], [[9, [9, 2]]], [[12, [12, 15]]], [[8, [8]]], [[4, [4]]], [[3, [3]]]]]","[[0, 9, 2, 5, 6, 11, 8, 4, 1, 3], [0, 10, 12, 14, 15, 13, 7]]","[[[10, [10]]], [[10, [7, 14]]], [[9, [9, 2]]], [[12, [12, 15]]], [[8, [8]]], [[4, [4]]], [[3, [3]]]]",233,233,233,29.4779577255249,6
