customer,beta,dataset,run,strategy,segments,tabu_iterations,best_solution,best_solution_one_visit,best_solution_multi_visit,fitness_best_solution,fitness_best_solution_one_visit,fitness_best_solution_multi_visit,runtime_sec,best_t_segment
10,0.5,RC101_0.5.dat,1,no_div,27,573,"[[[[0, []], [9, [9, 10]], [10, []]], [[0, [6, 4, 3, 7, 2, 1]], [2, []], [6, []], [7, []], [8, [8, 5]], [4, []], [5, []], [3, []], [1, []]]], [[[9, [9, 10]]], [[8, [8, 5]]]]]","[[0, 9, 10], [0, 2, 6, 7, 8, 4, 5, 3, 1]]","[[[9, [9, 10]]], [[8, [8, 5]]]]",294,294,294,12.21047449111938,14
10,0.5,RC101_0.5.dat,1,div,19,434,"[[[[0, []], [10, [10]], [9, [9, 2]], [2, []]], [[0, [4, 5, 1, 7, 6]], [6, []], [7, []], [8, [8, 3]], [4, []], [5, []], [3, []], [1, []]]], [[[10, [10]]], [[9, [9, 2]]], [[8, [8, 3]]]]]","[[0, 10, 9, 2], [0, 6, 7, 8, 4, 5, 3, 1]]","[[[10, [10]]], [[9, [9, 2]]], [[8, [8, 3]]]]",294,294,294,9.596572160720825,5
