customer,beta,dataset,run,strategy,segments,tabu_iterations,best_solution,best_solution_one_visit,best_solution_multi_visit,fitness_best_solution,fitness_best_solution_one_visit,fitness_best_solution_multi_visit,runtime_sec,best_t_segment
15,0.5,R101_0.5.dat,1,no_div,23,670,"[[[[0, [1]], [1, []], [3, [3, 10]], [9, [9, 7]], [10, []], [11, [11]], [7, []], [8, [8]]], [[0, [14, 2, 5, 13]], [13, []], [6, [6]], [5, []], [14, []], [15, [15, 12, 4]], [2, []], [4, []], [12, []]]], [[[3, [3, 10]]], [[6, [6]]], [[9, [9, 7]]], [[15, [15, 12, 4]]], [[11, [11]]], [[8, [8]]]]]","[[0, 1, 3, 9, 10, 11, 7, 8], [0, 13, 6, 5, 14, 15, 2, 4, 12]]","[[[3, [3, 10]]], [[6, [6]]], [[9, [9, 7]]], [[15, [15, 12, 4]]], [[11, [11]]], [[8, [8]]]]",369,369,369,42.23058152198792,10
15,0.5,R101_0.5.dat,1,div,16,457,"[[[[0, [1]], [1, []], [7, [10, 7, 11]], [11, []], [10, [3, 4]], [9, [9, 12]], [3, []], [4, []], [12, []]], [[0, [14, 2]], [2, []], [15, [15, 5]], [14, []], [8, [8]], [5, []], [6, [6, 13]], [13, []]]], [[[15, [15, 5]]], [[7, [10, 7, 11]]], [[10, [3, 4]]], [[9, [9, 12]]], [[8, [8]]], [[6, [13]]], [[6, [6]]]]]","[[0, 1, 7, 11, 10, 9, 3, 4, 12], [0, 2, 15, 14, 8, 5, 6, 13]]","[[[15, [15, 5]]], [[7, [10, 7, 11]]], [[10, [3, 4]]], [[9, [9, 12]]], [[8, [8]]], [[6, [13]]], [[6, [6]]]]",366,366,366,29.3824028968811,2
