customer,beta,dataset,run,strategy,segments,tabu_iterations,best_solution,best_solution_one_visit,best_solution_multi_visit,fitness_best_solution,fitness_best_solution_one_visit,fitness_best_solution_multi_visit,runtime_sec,best_t_segment
20,2,R101_2.dat,3,no_div,21,708,"[[[[0, [19, 11, 16, 13, 5]], [5, []], [13, []], [4, [4, 18]], [2, [2]], [15, [15, 14]], [14, []], [16, []], [17, [17, 8]], [8, []], [19, []], [11, []], [7, [7]], [18, []]], [[0, [6, 3, 1, 10]], [6, []], [12, [12, 20]], [3, []], [9, [9]], [20, []], [10, []], [1, []]]], [[[4, [4]]], [[4, [18]]], [[2, [2]]], [[15, [15, 14]]], [[17, [17, 8]]], [[12, [12, 20]]], [[9, [9]]], [[7, [7]]]]]","[[0, 5, 13, 4, 2, 15, 14, 16, 17, 8, 19, 11, 7, 18], [0, 6, 12, 3, 9, 20, 10, 1]]","[[[4, [4]]], [[4, [18]]], [[2, [2]]], [[15, [15, 14]]], [[17, [17, 8]]], [[12, [12, 20]]], [[9, [9]]], [[7, [7]]]]",688,688,688,100.5411355495453,8
20,2,R101_2.dat,3,div,28,950,"[[[[0, [16, 13, 1]], [4, [4, 15, 14]], [2, [2]], [13, []], [15, [18]], [14, []], [16, []], [17, [17, 8]], [8, []], [18, []], [7, [7, 20, 11]], [11, []], [20, []], [1, []]], [[0, [6, 19, 3, 10, 5]], [6, []], [5, []], [19, []], [10, []], [9, [9]], [3, []], [12, [12]]]], [[[4, [15, 14]]], [[4, [4]]], [[2, [2]]], [[15, [18]]], [[17, [17, 8]]], [[7, [7]]], [[7, [20, 11]]], [[9, [9]]], [[12, [12]]]]]","[[0, 4, 2, 13, 15, 14, 16, 17, 8, 18, 7, 11, 20, 1], [0, 6, 5, 19, 10, 9, 3, 12]]","[[[4, [15, 14]]], [[4, [4]]], [[2, [2]]], [[15, [18]]], [[17, [17, 8]]], [[7, [7]]], [[7, [20, 11]]], [[9, [9]]], [[12, [12]]]]",664,664,664,132.9835166931152,18
