customer,beta,dataset,run,strategy,segments,tabu_iterations,best_solution,best_solution_one_visit,best_solution_multi_visit,fitness_best_solution,fitness_best_solution_one_visit,fitness_best_solution_multi_visit,runtime_sec,best_t_segment
20,3,R101_3.dat,4,no_div,13,453,"[[[[0, [1, 13, 16]], [3, [3, 19, 11]], [4, [4]], [16, []], [14, [14, 18]], [2, [2]], [15, [15]], [13, []], [18, []], [19, []], [11, []], [10, [10]], [9, [9]], [20, [20]], [1, []]], [[0, [7, 17, 12, 5]], [7, []], [8, [8, 6]], [17, []], [5, []], [6, []], [12, []]]], [[[3, [3, 19, 11]]], [[4, [4]]], [[14, [14, 18]]], [[2, [2]]], [[15, [15]]], [[10, [10]]], [[8, [8, 6]]], [[9, [9]]], [[20, [20]]]]]","[[0, 3, 4, 16, 14, 2, 15, 13, 18, 19, 11, 10, 9, 20, 1], [0, 7, 8, 17, 5, 6, 12]]","[[[3, [3, 19, 11]]], [[4, [4]]], [[14, [14, 18]]], [[2, [2]]], [[15, [15]]], [[10, [10]]], [[8, [8, 6]]], [[9, [9]]], [[20, [20]]]]",937,937,937,59.58947515487671,0
20,3,R101_3.dat,4,div,17,557,"[[[[0, [7, 5, 17, 12, 8, 18]], [5, []], [17, []], [8, []], [7, []], [18, []], [12, []]], [[0, [13, 16, 1]], [16, []], [19, [19]], [11, [11, 3]], [1, []], [2, [2]], [14, [14]], [15, [15]], [13, []], [6, [6]], [10, [10]], [20, [20]], [9, [9]], [3, []], [4, [4]]]], [[[19, [19]]], [[11, [11, 3]]], [[2, [2]]], [[14, [14]]], [[15, [15]]], [[6, [6]]], [[10, [10]]], [[20, [20]]], [[9, [9]]], [[4, [4]]]]]","[[0, 5, 17, 8, 7, 18, 12], [0, 16, 19, 11, 1, 2, 14, 15, 13, 6, 10, 20, 9, 3, 4]]","[[[19, [19]]], [[11, [11, 3]]], [[2, [2]]], [[14, [14]]], [[15, [15]]], [[6, [6]]], [[10, [10]]], [[20, [20]]], [[9, [9]]], [[4, [4]]]]",932,932,932,72.18747687339783,11
