customer,beta,dataset,run,strategy,segments,tabu_iterations,best_solution,best_solution_one_visit,best_solution_multi_visit,fitness_best_solution,fitness_best_solution_one_visit,fitness_best_solution_multi_visit,runtime_sec,best_t_segment
10,2,RC101_2.dat,5,no_div,17,378,"[[[[0, []], [10, [10]], [9, [9]]], [[0, [1]], [2, [2, 5]], [3, [3]], [1, []], [4, [4]], [6, [6]], [5, []], [8, [8, 7]], [7, []]]], [[[2, [2, 5]]], [[3, [3]]], [[10, [10]]], [[4, [4]]], [[6, [6]]], [[8, [8, 7]]], [[9, [9]]]]]","[[0, 10, 9], [0, 2, 3, 1, 4, 6, 5, 8, 7]]","[[[2, [2, 5]]], [[3, [3]]], [[10, [10]]], [[4, [4]]], [[6, [6]]], [[8, [8, 7]]], [[9, [9]]]]",398.1443228838837,398.1443228838837,398.1443228838837,10.91924262046814,4
10,2,RC101_2.dat,5,div,14,303,"[[[[0, []], [4, [4]], [5, [5, 10]], [2, [2]], [10, []], [9, [9]]], [[0, [3, 1]], [1, []], [3, []], [6, [6]], [8, [8, 7]], [7, []]]], [[[4, [4]]], [[5, [5, 10]]], [[2, [2]]], [[6, [6]]], [[8, [8, 7]]], [[9, [9]]]]]","[[0, 4, 5, 2, 10, 9], [0, 1, 3, 6, 8, 7]]","[[[4, [4]]], [[5, [5, 10]]], [[2, [2]]], [[6, [6]]], [[8, [8, 7]]], [[9, [9]]]]",398.1443228838837,398.1443228838837,398.1443228838837,9.075186967849731,0
