customer,beta,dataset,run,strategy,segments,tabu_iterations,best_solution,best_solution_one_visit,best_solution_multi_visit,fitness_best_solution,fitness_best_solution_one_visit,fitness_best_solution_multi_visit,runtime_sec,best_t_segment
20,0.5,R101_0.5.dat,3,no_div,16,521,"[[[[0, [2, 16, 15, 17, 5, 4, 13]], [12, [12, 6]], [4, []], [2, []], [13, []], [15, []], [14, [14]], [16, []], [17, []], [5, []], [6, []]], [[0, [1, 18, 19]], [1, []], [3, [3]], [9, [9]], [20, [20, 11]], [10, [10]], [11, []], [19, []], [8, [8]], [7, [7]], [18, []]]], [[[3, [3]]], [[12, [12, 6]]], [[9, [9]]], [[20, [20, 11]]], [[10, [10]]], [[14, [14]]], [[8, [8]]], [[7, [7]]]]]","[[0, 12, 4, 2, 13, 15, 14, 16, 17, 5, 6], [0, 1, 3, 9, 20, 10, 11, 19, 8, 7, 18]]","[[[3, [3]]], [[12, [12, 6]]], [[9, [9]]], [[20, [20, 11]]], [[10, [10]]], [[14, [14]]], [[8, [8]]], [[7, [7]]]]",462.0156211871642,462.0156211871642,462.0156211871642,79.4365885257721,3
20,0.5,R101_0.5.dat,3,div,21,695,"[[[[0, [4, 3, 19, 11, 1]], [2, [2]], [4, []], [12, [12, 7]], [3, []], [9, [9]], [20, [20]], [10, [10]], [19, []], [11, []], [7, []], [1, []]], [[0, [14, 5, 17, 16, 18, 13]], [18, []], [6, [6, 15]], [13, []], [15, []], [14, []], [5, []], [17, []], [16, []], [8, [8]]]], [[[2, [2]]], [[6, [6, 15]]], [[12, [12, 7]]], [[9, [9]]], [[20, [20]]], [[10, [10]]], [[8, [8]]]]]","[[0, 2, 4, 12, 3, 9, 20, 10, 19, 11, 7, 1], [0, 18, 6, 13, 15, 14, 5, 17, 16, 8]]","[[[2, [2]]], [[6, [6, 15]]], [[12, [12, 7]]], [[9, [9]]], [[20, [20]]], [[10, [10]]], [[8, [8]]]]",477,477,477,105.7302002906799,7
