customer,beta,dataset,run,strategy,segments,tabu_iterations,best_solution,best_solution_one_visit,best_solution_multi_visit,fitness_best_solution,fitness_best_solution_one_visit,fitness_best_solution_multi_visit,runtime_sec,best_t_segment
10,0.5,C201_0.5.dat,4,no_div,19,408,"[[[[0, [1, 3, 4]], [5, [5]], [2, [2]], [1, []], [7, [7]], [4, []], [3, []], [10, [10]]], [[0, [6, 8]], [6, []], [9, [9]], [8, []]]], [[[5, [5]]], [[2, [2]]], [[7, [7]]], [[10, [10]]], [[9, [9]]]]]","[[0, 5, 2, 1, 7, 4, 3, 10], [0, 6, 9, 8]]","[[[5, [5]]], [[2, [2]]], [[7, [7]]], [[10, [10]]], [[9, [9]]]]",261,261,261,8.527942419052124,6
10,0.5,C201_0.5.dat,4,div,20,449,"[[[[0, [8, 7, 3, 4, 2, 1]], [8, []], [2, []], [1, []], [7, []], [3, []], [4, []]], [[0, []], [5, [5]], [10, [10]], [9, [9]], [6, [6]]]], [[[5, [5]]], [[10, [10]]], [[9, [9]]], [[6, [6]]]]]","[[0, 8, 2, 1, 7, 3, 4], [0, 5, 10, 9, 6]]","[[[5, [5]]], [[10, [10]]], [[9, [9]]], [[6, [6]]]]",260,260,260,8.948315858840942,10
