seg,iter,div_round,nid,fit_cur,fit_best_global,fit_best_segment,improved,multi_visit,best_multi_fit
9,11,1,1,132,128,128,0,0,inf
9,12,1,1,128,128,128,0,0,inf
9,13,1,2,140,128,128,0,0,inf
9,14,1,0,128,128,128,0,0,inf
9,15,1,1,128,128,128,0,0,inf
9,16,1,1,131,128,128,0,0,inf
-1,-1,1,-1,128,128,128,0,0,inf
0,0,2,2,132,128,128,0,0,inf
0,1,2,1,128,128,128,0,0,inf
0,2,2,2,135,128,128,0,0,inf
0,3,2,2,135,128,128,0,0,inf
0,4,2,1,128,128,128,0,0,inf
0,5,2,1,131,128,128,0,0,inf
0,6,2,2,136,128,128,0,0,inf
0,7,2,0,128,128,128,0,0,inf
0,8,2,1,131,128,128,0,0,inf
0,9,2,2,139,128,128,0,0,inf
0,10,2,2,140,128,128,0,0,inf
0,11,2,0,128,128,128,0,0,inf
0,12,2,1,132,128,128,0,0,inf
0,13,2,1,132,128,128,0,0,inf
1,0,2,0,128,128,128,0,0,inf
1,1,2,2,132,128,128,0,0,inf
1,2,2,2,135,128,128,0,0,inf
1,3,2,2,135,128,128,0,0,inf
1,4,2,1,128,128,128,0,0,inf
1,5,2,2,136,128,128,0,0,inf
1,6,2,2,139,128,128,0,0,inf
1,7,2,2,140,128,128,0,0,inf
1,8,2,1,128,128,128,0,0,inf
1,9,2,1,131,128,128,0,0,inf
1,10,2,0,128,128,128,0,0,inf
1,11,2,1,131,128,128,0,0,inf
1,12,2,0,128,128,128,0,0,inf
1,13,2,1,132,128,128,0,0,inf
2,0,2,2,132,128,128,0,0,inf
2,1,2,0,128,128,128,0,0,inf
2,2,2,0,128,128,128,0,0,inf
2,3,2,2,135,128,128,0,0,inf
2,4,2,2,135,128,128,0,0,inf
2,5,2,1,128,128,128,0,0,inf
2,6,2,1,128,128,128,0,0,inf
2,7,2,0,128,128,128,0,0,inf
2,8,2,0,128,128,128,0,0,inf
2,9,2,0,131,128,128,0,0,inf
2,10,2,2,136,128,128,0,0,inf
2,11,2,2,139,128,128,0,0,inf
2,12,2,2,140,128,128,0,0,inf
2,13,2,0,131,128,128,0,0,inf
2,14,2,0,128,128,128,0,0,inf
2,15,2,1,131,128,128,0,0,inf
2,16,2,0,128,128,128,0,0,inf
2,17,2,1,131,128,128,0,0,inf
3,0,2,0,128,128,128,0,0,inf
3,1,2,2,132,128,128,0,0,inf
3,2,2,0,128,128,128,0,0,inf
3,3,2,2,135,128,128,0,0,inf
3,4,2,2,135,128,128,0,0,inf
3,5,2,1,128,128,128,0,0,inf
3,6,2,2,136,128,128,0,0,inf
3,7,2,2,139,128,128,0,0,inf
3,8,2,0,128,128,128,0,0,inf
3,9,2,1,128,128,128,0,0,inf
3,10,2,0,128,128,128,0,0,inf
3,11,2,1,131,128,128,0,0,inf
3,12,2,1,131,128,128,0,0,inf
3,13,2,2,140,128,128,0,0,inf
3,14,2,1,132,128,128,0,0,inf
3,15,2,1,132,128,128,0,0,inf
3,16,2,0,131,128,128,0,0,inf
4,0,2,2,132,128,128,0,0,inf
4,1,2,0,128,128,128,0,0,inf
4,2,2,2,135,128,128,0,0,inf
4,3,2,1,128,128,128,0,0,inf
4,4,2,2,135,128,128,0,0,inf
4,5,2,2,136,128,128,0,0,inf
4,6,2,0,128,128,128,0,0,inf
4,7,2,2,139,128,128,0,0,inf
4,8,2,0,128,128,128,0,0,inf
4,9,2,0,128,128,128,0,0,inf
4,10,2,1,128,128,128,0,0,inf
4,11,2,2,140,128,128,0,0,inf
4,12,2,1,131,128,128,0,0,inf
4,13,2,1,131,128,128,0,0,inf
4,14,2,0,131,128,128,0,0,inf
4,15,2,1,132,128,128,0,0,inf
5,0,2,2,132,128,128,0,0,inf
5,1,2,0,128,128,128,0,0,inf
5,2,2,1,128,128,128,0,0,inf
5,3,2,0,128,128,128,0,0,inf
5,4,2,1,128,128,128,0,0,inf
5,5,2,0,128,128,128,0,0,inf
5,6,2,2,135,128,128,0,0,inf
5,7,2,0,128,128,128,0,0,inf
5,8,2,2,135,128,128,0,0,inf
5,9,2,1,131,128,128,0,0,inf
5,10,2,0,131,128,128,0,0,inf
5,11,2,2,136,128,128,0,0,inf
5,12,2,1,131,128,128,0,0,inf
5,13,2,2,139,128,128,0,0,inf
5,14,2,2,140,128,128,0,0,inf
5,15,2,1,132,128,128,0,0,inf
6,0,2,2,132,128,128,0,0,inf
6,1,2,2,135,128,128,0,0,inf
6,2,2,2,135,128,128,0,0,inf
6,3,2,2,136,128,128,0,0,inf
6,4,2,1,128,128,128,0,0,inf
6,5,2,2,139,128,128,0,0,inf
6,6,2,2,140,128,128,0,0,inf
6,7,2,1,128,128,128,0,0,inf
6,8,2,1,131,128,128,0,0,inf
6,9,2,1,131,128,128,0,0,inf
6,10,2,0,128,128,128,0,0,inf
6,11,2,0,128,128,128,0,0,inf
6,12,2,0,128,128,128,0,0,inf
6,13,2,1,132,128,128,0,0,inf
6,14,2,1,132,128,128,0,0,inf
7,0,2,0,128,128,128,0,0,inf
7,1,2,2,132,128,128,0,0,inf
7,2,2,2,135,128,128,0,0,inf
7,3,2,2,135,128,128,0,0,inf
7,4,2,2,136,128,128,0,0,inf
7,5,2,1,128,128,128,0,0,inf
7,6,2,0,128,128,128,0,0,inf
7,7,2,2,139,128,128,0,0,inf
7,8,2,1,128,128,128,0,0,inf
7,9,2,0,128,128,128,0,0,inf
7,10,2,1,131,128,128,0,0,inf
7,11,2,1,131,128,128,0,0,inf
7,12,2,0,128,128,128,0,0,inf
7,13,2,2,140,128,128,0,0,inf
7,14,2,1,132,128,128,0,0,inf
7,15,2,1,132,128,128,0,0,inf
7,16,2,0,131,128,128,0,0,inf
7,17,2,0,131,128,128,0,0,inf
8,0,2,2,132,128,128,0,0,inf
8,1,2,2,135,128,128,0,0,inf
8,2,2,0,128,128,128,0,0,inf
8,3,2,2,135,128,128,0,0,inf
8,4,2,2,136,128,128,0,0,inf
8,5,2,1,128,128,128,0,0,inf
8,6,2,0,128,128,128,0,0,inf
8,7,2,1,128,128,128,0,0,inf
8,8,2,0,128,128,128,0,0,inf
8,9,2,2,139,128,128,0,0,inf
8,10,2,1,131,128,128,0,0,inf
8,11,2,0,128,128,128,0,0,inf
8,12,2,0,131,128,128,0,0,inf
8,13,2,1,131,128,128,0,0,inf
8,14,2,2,140,128,128,0,0,inf
8,15,2,1,132,128,128,0,0,inf
8,16,2,0,131,128,128,0,0,inf
9,0,2,2,132,128,128,0,0,inf
9,1,2,0,128,128,128,0,0,inf
9,2,2,2,135,128,128,0,0,inf
9,3,2,0,128,128,128,0,0,inf
9,4,2,1,128,128,128,0,0,inf
9,5,2,0,128,128,128,0,0,inf
9,6,2,2,135,128,128,0,0,inf
9,7,2,1,128,128,128,0,0,inf
9,8,2,2,136,128,128,0,0,inf
9,9,2,0,128,128,128,0,0,inf
9,10,2,2,139,128,128,0,0,inf
9,11,2,2,140,128,128,0,0,inf
9,12,2,0,131,128,128,0,0,inf
9,13,2,1,131,128,128,0,0,inf
9,14,2,0,131,128,128,0,0,inf
9,15,2,0,131,128,128,0,0,inf
9,16,2,1,131,128,128,0,0,inf
-1,-1,2,-1,128,128,128,0,0,inf
