seg,iter,div_round,nid,fit_cur,fit_best_global,fit_best_segment,improved,multi_visit,best_multi_fit
1,95,0,0,135,131,131,0,0,inf
1,96,0,0,131,131,131,0,0,inf
1,97,0,0,131,131,131,0,0,inf
1,98,0,0,131,131,131,0,0,inf
1,99,0,0,131,131,131,0,0,inf
1,100,0,0,131,131,131,0,0,inf
1,101,0,0,131,131,131,0,0,inf
1,102,0,0,135,131,131,0,0,inf
1,103,0,0,131,131,131,0,0,inf
1,104,0,0,131,131,131,0,0,inf
1,105,0,0,131,131,131,0,0,inf
1,106,0,0,131,131,131,0,0,inf
1,107,0,0,131,131,131,0,0,inf
1,108,0,0,131,131,131,0,0,inf
1,109,0,0,135,131,131,0,0,inf
1,110,0,0,131,131,131,0,0,inf
1,111,0,0,131,131,131,0,0,inf
1,112,0,0,131,131,131,0,0,inf
1,113,0,0,131,131,131,0,0,inf
1,114,0,0,131,131,131,0,0,inf
1,115,0,0,131,131,131,0,0,inf
1,116,0,0,135,131,131,0,0,inf
1,117,0,0,131,131,131,0,0,inf
1,118,0,0,131,131,131,0,0,inf
1,119,0,0,131,131,131,0,0,inf
1,120,0,0,131,131,131,0,0,inf
1,121,0,0,131,131,131,0,0,inf
1,122,0,0,131,131,131,0,0,inf
1,123,0,0,135,131,131,0,0,inf
1,124,0,0,131,131,131,0,0,inf
1,125,0,0,131,131,131,0,0,inf
1,126,0,0,131,131,131,0,0,inf
1,127,0,0,131,131,131,0,0,inf
1,128,0,0,131,131,131,0,0,inf
1,129,0,0,131,131,131,0,0,inf
1,130,0,0,135,131,131,0,0,inf
1,131,0,0,131,131,131,0,0,inf
1,132,0,0,131,131,131,0,0,inf
1,133,0,0,131,131,131,0,0,inf
1,134,0,0,131,131,131,0,0,inf
1,135,0,0,131,131,131,0,0,inf
1,136,0,0,131,131,131,0,0,inf
1,137,0,0,135,131,131,0,0,inf
1,138,0,0,131,131,131,0,0,inf
1,139,0,0,131,131,131,0,0,inf
1,140,0,0,131,131,131,0,0,inf
1,141,0,0,131,131,131,0,0,inf
1,142,0,0,131,131,131,0,0,inf
1,143,0,0,131,131,131,0,0,inf
1,144,0,0,135,131,131,0,0,inf
1,145,0,0,131,131,131,0,0,inf
1,146,0,0,131,131,131,0,0,inf
1,147,0,0,131,131,131,0,0,inf
1,148,0,0,131,131,131,0,0,inf
1,149,0,0,131,131,131,0,0,inf
1,150,0,0,131,131,131,0,0,inf
1,151,0,0,135,131,131,0,0,inf
1,152,0,0,131,131,131,0,0,inf
1,153,0,0,131,131,131,0,0,inf
1,154,0,0,131,131,131,0,0,inf
1,155,0,0,131,131,131,0,0,inf
1,156,0,0,131,131,131,0,0,inf
1,157,0,0,131,131,131,0,0,inf
1,158,0,0,135,131,131,0,0,inf
2,0,0,3,131,131,131,0,0,inf
2,1,0,2,131,131,131,0,0,inf
2,2,0,1,131,131,131,0,0,inf
2,3,0,1,131,131,131,0,0,inf
2,4,0,0,131,131,131,0,0,inf
2,5,0,1,131,131,131,0,0,inf
2,6,0,0,131,131,131,0,0,inf
2,7,0,2,131,131,131,0,0,inf
2,8,0,1,131,131,131,0,0,inf
2,9,0,2,134,131,131,0,0,inf
2,10,0,1,135,131,131,0,0,inf
2,11,0,0,131,131,131,0,0,inf
2,12,0,0,131,131,131,0,0,inf
2,13,0,2,139,131,131,0,0,inf
2,14,0,2,139,131,131,0,0,inf
2,15,0,1,135,131,131,0,0,inf
2,16,0,2,140,131,131,0,0,inf
2,17,0,1,139,131,131,0,0,inf
2,18,0,0,131,131,131,0,0,inf
2,19,0,0,131,131,131,0,0,inf
2,20,0,0,135,131,131,0,0,inf
2,21,0,0,131,131,131,0,0,inf
2,22,0,0,131,131,131,0,0,inf
2,23,0,0,131,131,131,0,0,inf
2,24,0,0,131,131,131,0,0,inf
2,25,0,0,131,131,131,0,0,inf
2,26,0,0,131,131,131,0,0,inf
2,27,0,0,131,131,131,0,0,inf
2,28,0,0,131,131,131,0,0,inf
2,29,0,0,131,131,131,0,0,inf
2,30,0,0,131,131,131,0,0,inf
2,31,0,0,131,131,131,0,0,inf
2,32,0,0,131,131,131,0,0,inf
2,33,0,0,131,131,131,0,0,inf
2,34,0,0,135,131,131,0,0,inf
2,35,0,0,131,131,131,0,0,inf
2,36,0,0,131,131,131,0,0,inf
2,37,0,0,131,131,131,0,0,inf
2,38,0,0,131,131,131,0,0,inf
2,39,0,0,131,131,131,0,0,inf
2,40,0,0,131,131,131,0,0,inf
2,41,0,0,131,131,131,0,0,inf
2,42,0,0,131,131,131,0,0,inf
2,43,0,0,131,131,131,0,0,inf
2,44,0,0,131,131,131,0,0,inf
2,45,0,0,131,131,131,0,0,inf
2,46,0,0,131,131,131,0,0,inf
2,47,0,0,131,131,131,0,0,inf
2,48,0,0,135,131,131,0,0,inf
2,49,0,0,131,131,131,0,0,inf
2,50,0,0,131,131,131,0,0,inf
2,51,0,0,131,131,131,0,0,inf
2,52,0,0,131,131,131,0,0,inf
2,53,0,0,131,131,131,0,0,inf
2,54,0,0,131,131,131,0,0,inf
2,55,0,0,131,131,131,0,0,inf
2,56,0,0,131,131,131,0,0,inf
2,57,0,0,131,131,131,0,0,inf
2,58,0,0,131,131,131,0,0,inf
2,59,0,0,131,131,131,0,0,inf
2,60,0,0,131,131,131,0,0,inf
2,61,0,0,131,131,131,0,0,inf
2,62,0,0,135,131,131,0,0,inf
2,63,0,0,131,131,131,0,0,inf
2,64,0,0,131,131,131,0,0,inf
2,65,0,0,131,131,131,0,0,inf
2,66,0,0,131,131,131,0,0,inf
2,67,0,0,131,131,131,0,0,inf
2,68,0,0,131,131,131,0,0,inf
2,69,0,0,131,131,131,0,0,inf
2,70,0,0,131,131,131,0,0,inf
2,71,0,0,131,131,131,0,0,inf
2,72,0,0,131,131,131,0,0,inf
2,73,0,0,131,131,131,0,0,inf
2,74,0,0,131,131,131,0,0,inf
2,75,0,0,131,131,131,0,0,inf
2,76,0,0,135,131,131,0,0,inf
2,77,0,0,131,131,131,0,0,inf
2,78,0,0,131,131,131,0,0,inf
2,79,0,0,131,131,131,0,0,inf
2,80,0,0,131,131,131,0,0,inf
2,81,0,0,131,131,131,0,0,inf
2,82,0,0,131,131,131,0,0,inf
2,83,0,0,131,131,131,0,0,inf
2,84,0,0,131,131,131,0,0,inf
2,85,0,0,131,131,131,0,0,inf
2,86,0,0,131,131,131,0,0,inf
2,87,0,0,131,131,131,0,0,inf
2,88,0,0,131,131,131,0,0,inf
2,89,0,0,131,131,131,0,0,inf
2,90,0,0,135,131,131,0,0,inf
2,91,0,0,131,131,131,0,0,inf
2,92,0,0,131,131,131,0,0,inf
2,93,0,0,131,131,131,0,0,inf
2,94,0,0,131,131,131,0,0,inf
2,95,0,0,131,131,131,0,0,inf
2,96,0,0,131,131,131,0,0,inf
2,97,0,0,131,131,131,0,0,inf
2,98,0,0,131,131,131,0,0,inf
2,99,0,0,131,131,131,0,0,inf
2,100,0,0,131,131,131,0,0,inf
2,101,0,0,131,131,131,0,0,inf
2,102,0,0,131,131,131,0,0,inf
2,103,0,0,131,131,131,0,0,inf
2,104,0,0,135,131,131,0,0,inf
2,105,0,0,131,131,131,0,0,inf
2,106,0,0,131,131,131,0,0,inf
2,107,0,0,131,131,131,0,0,inf
2,108,0,0,131,131,131,0,0,inf
2,109,0,0,131,131,131,0,0,inf
2,110,0,0,131,131,131,0,0,inf
2,111,0,0,131,131,131,0,0,inf
2,112,0,0,131,131,131,0,0,inf
2,113,0,0,131,131,131,0,0,inf
2,114,0,0,131,131,131,0,0,inf
2,115,0,0,131,131,131,0,0,inf
2,116,0,0,131,131,131,0,0,inf
2,117,0,0,131,131,131,0,0,inf
2,118,0,0,135,131,131,0,0,inf
2,119,0,0,131,131,131,0,0,inf
2,120,0,0,131,131,131,0,0,inf
2,121,0,0,131,131,131,0,0,inf
2,122,0,0,131,131,131,0,0,inf
2,123,0,0,131,131,131,0,0,inf
2,124,0,0,131,131,131,0,0,inf
2,125,0,0,131,131,131,0,0,inf
2,126,0,0,131,131,131,0,0,inf
2,127,0,0,131,131,131,0,0,inf
2,128,0,0,131,131,131,0,0,inf
2,129,0,0,131,131,131,0,0,inf
2,130,0,0,131,131,131,0,0,inf
2,131,0,0,131,131,131,0,0,inf
2,132,0,0,135,131,131,0,0,inf
2,133,0,0,131,131,131,0,0,inf
2,134,0,0,131,131,131,0,0,inf
2,135,0,0,131,131,131,0,0,inf
2,136,0,0,131,131,131,0,0,inf
2,137,0,0,131,131,131,0,0,inf
2,138,0,0,131,131,131,0,0,inf
2,139,0,0,131,131,131,0,0,inf
2,140,0,0,131,131,131,0,0,inf
2,141,0,0,131,131,131,0,0,inf
2,142,0,0,131,131,131,0,0,inf
2,143,0,0,131,131,131,0,0,inf
2,144,0,0,131,131,131,0,0,inf
2,145,0,0,131,131,131,0,0,inf
2,146,0,0,135,131,131,0,0,inf
2,147,0,0,131,131,131,0,0,inf
2,148,0,0,131,131,131,0,0,inf
2,149,0,0,131,131,131,0,0,inf
2,150,0,0,131,131,131,0,0,inf
2,151,0,0,131,131,131,0,0,inf
2,152,0,0,131,131,131,0,0,inf
2,153,0,0,131,131,131,0,0,inf
2,154,0,0,131,131,131,0,0,inf
2,155,0,0,131,131,131,0,0,inf
2,156,0,0,131,131,131,0,0,inf
2,157,0,0,131,131,131,0,0,inf
2,158,0,0,131,131,131,0,0,inf
2,159,0,0,131,131,131,0,0,inf
2,160,0,0,135,131,131,0,0,inf
2,161,0,0,131,131,131,0,0,inf
2,162,0,0,131,131,131,0,0,inf
2,163,0,0,131,131,131,0,0,inf
2,164,0,0,131,131,131,0,0,inf
2,165,0,0,131,131,131,0,0,inf
2,166,0,0,131,131,131,0,0,inf
2,167,0,0,131,131,131,0,0,inf
2,168,0,0,131,131,131,0,0,inf
2,169,0,0,131,131,131,0,0,inf
2,170,0,0,131,131,131,0,0,inf
2,171,0,0,131,131,131,0,0,inf
3,0,0,2,131,131,131,0,0,inf
3,1,0,1,131,131,131,0,0,inf
3,2,0,1,131,131,131,0,0,inf
3,3,0,2,131,131,131,0,0,inf
3,4,0,0,131,131,131,0,0,inf
3,5,0,0,131,131,131,0,0,inf
3,6,0,1,131,131,131,0,0,inf
3,7,0,1,128,128,128,1,0,inf
3,8,0,0,128,128,128,0,0,inf
3,9,0,2,132,128,128,0,0,inf
3,10,0,0,128,128,128,0,0,inf
3,11,0,1,128,128,128,0,0,inf
3,12,0,2,135,128,128,0,0,inf
3,13,0,2,135,128,128,0,0,inf
3,14,0,1,131,128,128,0,0,inf
3,15,0,2,136,128,128,0,0,inf
3,16,0,2,140,128,128,0,0,inf
3,17,0,0,128,128,128,0,0,inf
3,18,0,0,131,128,128,0,0,inf
3,19,0,1,132,128,128,0,0,inf
3,20,0,0,131,128,128,0,0,inf
3,21,0,1,132,128,128,0,0,inf
4,0,0,2,132,128,128,0,0,inf
4,1,0,2,135,128,128,0,0,inf
4,2,0,1,128,128,128,0,0,inf
4,3,0,1,128,128,128,0,0,inf
4,4,0,1,131,128,128,0,0,inf
4,5,0,1,131,128,128,0,0,inf
4,6,0,1,132,128,128,0,0,inf
4,7,0,1,132,128,128,0,0,inf
4,8,0,0,128,128,128,0,0,inf
4,9,0,0,128,128,128,0,0,inf
4,10,0,2,135,128,128,0,0,inf
4,11,0,2,136,128,128,0,0,inf
4,12,0,0,128,128,128,0,0,inf
4,13,0,0,128,128,128,0,0,inf
4,14,0,0,131,128,128,0,0,inf
5,0,0,2,132,128,128,0,0,inf
5,1,0,0,128,128,128,0,0,inf
5,2,0,1,128,128,128,0,0,inf
5,3,0,1,128,128,128,0,0,inf
5,4,0,2,135,128,128,0,0,inf
5,5,0,1,131,128,128,0,0,inf
5,6,0,0,128,128,128,0,0,inf
5,7,0,0,128,128,128,0,0,inf
5,8,0,2,135,128,128,0,0,inf
5,9,0,1,131,128,128,0,0,inf
5,10,0,2,136,128,128,0,0,inf
6,0,0,2,132,128,128,0,0,inf
6,1,0,0,128,128,128,0,0,inf
6,2,0,1,128,128,128,0,0,inf
6,3,0,0,128,128,128,0,0,inf
6,4,0,1,128,128,128,0,0,inf
6,5,0,1,131,128,128,0,0,inf
6,6,0,2,135,128,128,0,0,inf
6,7,0,2,135,128,128,0,0,inf
6,8,0,0,128,128,128,0,0,inf
6,9,0,1,131,128,128,0,0,inf
6,10,0,0,128,128,128,0,0,inf
6,11,0,1,132,128,128,0,0,inf
6,12,0,1,132,128,128,0,0,inf
7,0,0,0,128,128,128,0,0,inf
7,1,0,1,128,128,128,0,0,inf
7,2,0,0,128,128,128,0,0,inf
7,3,0,2,132,128,128,0,0,inf
7,4,0,2,135,128,128,0,0,inf
7,5,0,1,128,128,128,0,0,inf
7,6,0,2,135,128,128,0,0,inf
7,7,0,0,128,128,128,0,0,inf
7,8,0,2,136,128,128,0,0,inf
7,9,0,1,131,128,128,0,0,inf
7,10,0,1,131,128,128,0,0,inf
7,11,0,0,128,128,128,0,0,inf
8,0,0,0,128,128,128,0,0,inf
8,1,0,0,128,128,128,0,0,inf
8,2,0,1,128,128,128,0,0,inf
8,3,0,1,128,128,128,0,0,inf
8,4,0,0,128,128,128,0,0,inf
8,5,0,0,128,128,128,0,0,inf
8,6,0,1,131,128,128,0,0,inf
8,7,0,0,131,128,128,0,0,inf
8,8,0,2,132,128,128,0,0,inf
8,9,0,1,131,128,128,0,0,inf
8,10,0,0,131,128,128,0,0,inf
8,11,0,0,128,128,128,0,0,inf
8,12,0,1,132,128,128,0,0,inf
8,13,0,0,128,128,128,0,0,inf
9,0,0,0,128,128,128,0,0,inf
9,1,0,2,132,128,128,0,0,inf
9,2,0,0,128,128,128,0,0,inf
9,3,0,2,135,128,128,0,0,inf
9,4,0,2,135,128,128,0,0,inf
9,5,0,2,136,128,128,0,0,inf
9,6,0,2,139,128,128,0,0,inf
9,7,0,0,128,128,128,0,0,inf
9,8,0,2,140,128,128,0,0,inf
9,9,0,0,128,128,128,0,0,inf
9,10,0,1,128,128,128,0,0,inf
9,11,0,1,128,128,128,0,0,inf
9,12,0,0,131,128,128,0,0,inf
10,0,0,1,128,128,128,0,0,inf
10,1,0,0,128,128,128,0,0,inf
10,2,0,2,132,128,128,0,0,inf
10,3,0,0,128,128,128,0,0,inf
10,4,0,0,128,128,128,0,0,inf
10,5,0,1,128,128,128,0,0,inf
11,0,0,0,128,128,128,0,0,inf
11,1,0,2,132,128,128,0,0,inf
11,2,0,1,128,128,128,0,0,inf
11,3,0,1,128,128,128,0,0,inf
11,4,0,0,128,128,128,0,0,inf
11,5,0,2,135,128,128,0,0,inf
11,6,0,1,131,128,128,0,0,inf
11,7,0,1,131,128,128,0,0,inf
11,8,0,2,135,128,128,0,0,inf
11,9,0,0,128,128,128,0,0,inf
11,10,0,2,136,128,128,0,0,inf
11,11,0,0,128,128,128,0,0,inf
12,0,0,1,128,128,128,0,0,inf
12,1,0,0,128,128,128,0,0,inf
12,2,0,1,128,128,128,0,0,inf
12,3,0,1,131,128,128,0,0,inf
12,4,0,1,131,128,128,0,0,inf
12,5,0,1,132,128,128,0,0,inf
12,6,0,1,132,128,128,0,0,inf
12,7,0,2,132,128,128,0,0,inf
12,8,0,0,128,128,128,0,0,inf
12,9,0,2,135,128,128,0,0,inf
12,10,0,0,128,128,128,0,0,inf
12,11,0,2,135,128,128,0,0,inf
12,12,0,2,136,128,128,0,0,inf
12,13,0,2,139,128,128,0,0,inf
13,0,0,2,132,128,128,0,0,inf
13,1,0,0,128,128,128,0,0,inf
13,2,0,0,128,128,128,0,0,inf
13,3,0,1,128,128,128,0,0,inf
13,4,0,2,135,128,128,0,0,inf
13,5,0,2,135,128,128,0,0,inf
13,6,0,2,136,128,128,0,0,inf
13,7,0,2,139,128,128,0,0,inf
13,8,0,0,128,128,128,0,0,inf
13,9,0,0,128,128,128,0,0,inf
13,10,0,0,131,128,128,0,0,inf
13,11,0,0,131,128,128,0,0,inf
-1,-1,0,-1,128,128,128,0,0,inf
0,0,1,0,128,128,128,0,0,inf
0,1,1,2,132,128,128,0,0,inf
0,2,1,0,128,128,128,0,0,inf
0,3,1,0,128,128,128,0,0,inf
0,4,1,1,128,128,128,0,0,inf
0,5,1,2,135,128,128,0,0,inf
0,6,1,1,128,128,128,0,0,inf
0,7,1,1,131,128,128,0,0,inf
0,8,1,0,128,128,128,0,0,inf
0,9,1,2,135,128,128,0,0,inf
0,10,1,2,136,128,128,0,0,inf
0,11,1,0,131,128,128,0,0,inf
0,12,1,0,131,128,128,0,0,inf
0,13,1,1,131,128,128,0,0,inf
1,0,1,0,128,128,128,0,0,inf
1,1,1,2,132,128,128,0,0,inf
1,2,1,1,128,128,128,0,0,inf
1,3,1,1,128,128,128,0,0,inf
1,4,1,2,135,128,128,0,0,inf
1,5,1,2,135,128,128,0,0,inf
1,6,1,0,128,128,128,0,0,inf
1,7,1,1,131,128,128,0,0,inf
1,8,1,0,128,128,128,0,0,inf
1,9,1,0,128,128,128,0,0,inf
1,10,1,1,131,128,128,0,0,inf
1,11,1,2,136,128,128,0,0,inf
1,12,1,1,132,128,128,0,0,inf
1,13,1,2,139,128,128,0,0,inf
1,14,1,2,140,128,128,0,0,inf
1,15,1,1,132,128,128,0,0,inf
2,0,1,2,132,128,128,0,0,inf
2,1,1,2,135,128,128,0,0,inf
2,2,1,1,128,128,128,0,0,inf
2,3,1,2,135,128,128,0,0,inf
2,4,1,0,128,128,128,0,0,inf
2,5,1,0,128,128,128,0,0,inf
2,6,1,0,128,128,128,0,0,inf
2,7,1,1,128,128,128,0,0,inf
2,8,1,1,131,128,128,0,0,inf
2,9,1,2,136,128,128,0,0,inf
2,10,1,1,131,128,128,0,0,inf
2,11,1,0,128,128,128,0,0,inf
2,12,1,1,132,128,128,0,0,inf
2,13,1,2,139,128,128,0,0,inf
2,14,1,2,140,128,128,0,0,inf
2,15,1,0,131,128,128,0,0,inf
2,16,1,1,132,128,128,0,0,inf
2,17,1,1,128,128,128,0,0,inf
3,0,1,1,128,128,128,0,0,inf
3,1,1,1,128,128,128,0,0,inf
3,2,1,2,132,128,128,0,0,inf
3,3,1,1,131,128,128,0,0,inf
3,4,1,0,128,128,128,0,0,inf
3,5,1,2,135,128,128,0,0,inf
3,6,1,2,135,128,128,0,0,inf
3,7,1,0,128,128,128,0,0,inf
3,8,1,2,136,128,128,0,0,inf
3,9,1,2,139,128,128,0,0,inf
3,10,1,1,131,128,128,0,0,inf
3,11,1,1,132,128,128,0,0,inf
3,12,1,0,128,128,128,0,0,inf
3,13,1,2,140,128,128,0,0,inf
3,14,1,0,128,128,128,0,0,inf
3,15,1,1,132,128,128,0,0,inf
4,0,1,0,128,128,128,0,0,inf
4,1,1,1,128,128,128,0,0,inf
4,2,1,2,132,128,128,0,0,inf
4,3,1,2,135,128,128,0,0,inf
4,4,1,1,128,128,128,0,0,inf
4,5,1,1,131,128,128,0,0,inf
4,6,1,2,135,128,128,0,0,inf
4,7,1,1,131,128,128,0,0,inf
4,8,1,0,128,128,128,0,0,inf
4,9,1,2,136,128,128,0,0,inf
4,10,1,0,128,128,128,0,0,inf
4,11,1,2,139,128,128,0,0,inf
4,12,1,2,140,128,128,0,0,inf
4,13,1,1,132,128,128,0,0,inf
4,14,1,1,132,128,128,0,0,inf
4,15,1,0,128,128,128,0,0,inf
5,0,1,2,132,128,128,0,0,inf
5,1,1,2,135,128,128,0,0,inf
5,2,1,2,135,128,128,0,0,inf
5,3,1,1,128,128,128,0,0,inf
5,4,1,0,128,128,128,0,0,inf
5,5,1,0,128,128,128,0,0,inf
5,6,1,1,128,128,128,0,0,inf
5,7,1,1,131,128,128,0,0,inf
5,8,1,1,131,128,128,0,0,inf
5,9,1,0,128,128,128,0,0,inf
5,10,1,2,136,128,128,0,0,inf
5,11,1,2,139,128,128,0,0,inf
5,12,1,0,128,128,128,0,0,inf
5,13,1,0,131,128,128,0,0,inf
5,14,1,0,131,128,128,0,0,inf
5,15,1,1,132,128,128,0,0,inf
5,16,1,1,132,128,128,0,0,inf
5,17,1,0,128,128,128,0,0,inf
5,18,1,2,140,128,128,0,0,inf
6,0,1,2,132,128,128,0,0,inf
6,1,1,1,128,128,128,0,0,inf
6,2,1,2,135,128,128,0,0,inf
6,3,1,0,128,128,128,0,0,inf
6,4,1,2,135,128,128,0,0,inf
6,5,1,0,128,128,128,0,0,inf
6,6,1,1,128,128,128,0,0,inf
6,7,1,2,136,128,128,0,0,inf
6,8,1,1,131,128,128,0,0,inf
6,9,1,0,128,128,128,0,0,inf
6,10,1,0,128,128,128,0,0,inf
6,11,1,1,131,128,128,0,0,inf
6,12,1,1,132,128,128,0,0,inf
6,13,1,2,139,128,128,0,0,inf
6,14,1,0,131,128,128,0,0,inf
6,15,1,0,131,128,128,0,0,inf
6,16,1,2,140,128,128,0,0,inf
6,17,1,1,132,128,128,0,0,inf
6,18,1,0,128,128,128,0,0,inf
7,0,1,0,128,128,128,0,0,inf
7,1,1,0,128,128,128,0,0,inf
7,2,1,1,128,128,128,0,0,inf
7,3,1,0,128,128,128,0,0,inf
7,4,1,1,128,128,128,0,0,inf
7,5,1,0,128,128,128,0,0,inf
7,6,1,1,131,128,128,0,0,inf
7,7,1,0,131,128,128,0,0,inf
7,8,1,1,131,128,128,0,0,inf
7,9,1,1,132,128,128,0,0,inf
7,10,1,2,132,128,128,0,0,inf
7,11,1,1,132,128,128,0,0,inf
7,12,1,2,135,128,128,0,0,inf
7,13,1,0,131,128,128,0,0,inf
7,14,1,2,135,128,128,0,0,inf
7,15,1,2,136,128,128,0,0,inf
7,16,1,2,139,128,128,0,0,inf
8,0,1,2,132,128,128,0,0,inf
8,1,1,2,135,128,128,0,0,inf
8,2,1,1,128,128,128,0,0,inf
8,3,1,2,135,128,128,0,0,inf
8,4,1,0,128,128,128,0,0,inf
8,5,1,1,128,128,128,0,0,inf
8,6,1,2,136,128,128,0,0,inf
8,7,1,0,128,128,128,0,0,inf
8,8,1,1,131,128,128,0,0,inf
8,9,1,1,131,128,128,0,0,inf
8,10,1,0,128,128,128,0,0,inf
8,11,1,0,128,128,128,0,0,inf
8,12,1,1,132,128,128,0,0,inf
8,13,1,2,139,128,128,0,0,inf
8,14,1,1,132,128,128,0,0,inf
8,15,1,2,140,128,128,0,0,inf
9,0,1,2,132,128,128,0,0,inf
9,1,1,2,135,128,128,0,0,inf
9,2,1,1,128,128,128,0,0,inf
9,3,1,1,128,128,128,0,0,inf
9,4,1,0,128,128,128,0,0,inf
9,5,1,1,131,128,128,0,0,inf
9,6,1,2,135,128,128,0,0,inf
9,7,1,2,136,128,128,0,0,inf
9,8,1,1,131,128,128,0,0,inf
9,9,1,0,128,128,128,0,0,inf
9,10,1,2,139,128,128,0,0,inf
