Number_of_cities,Dataset,Run,Fitness,Runtime,Solution,A,Drone,Truck,folder
30,RC101_1.5.dat,8,773.1443228838837,445.8068659305573,"[[[[0, []], [13, [13, 29, 26, 16]], [16, []], [17, [17, 28, 15]], [15, []], [9, [9, 27, 30]], [29, []], [27, []], [26, []], [28, []], [30, []]], [[0, []], [3, [3, 5, 10, 11]], [1, [1, 2, 23]], [2, [7, 14]], [4, [4, 24, 22]], [5, []], [6, [6, 8]], [8, []], [7, []], [14, []], [12, [12, 21]], [11, []], [10, []], [24, [25, 18, 19, 20]], [25, []], [23, []], [21, []], [18, []], [19, []], [20, []], [22, []]]], [[[13, [13, 29, 26, 16]]], [[3, [3, 5, 10, 11]]], [[1, [1, 2, 23]]], [[2, [7, 14]]], [[4, [4, 24, 22]]], [[6, [6, 8]]], [[17, [17, 28, 15]]], [[9, [9, 27, 30]]], [[12, [12, 21]]], [[24, [18, 19]]], [[24, [25, 20]]]]]",8,2,2,appendix
30,RC101_1.5.dat,9,773.1443228838837,417.7848868370056,"[[[[0, [16, 26]], [16, [13, 11, 29]], [13, []], [11, []], [14, [14]], [15, [15, 17, 28]], [17, []], [9, [9, 27, 30]], [29, []], [27, []], [26, []], [28, []], [30, []]], [[0, [1]], [4, [4, 3, 5]], [3, []], [2, [2, 10, 19]], [1, []], [5, []], [7, [7, 24, 22]], [6, [6, 8]], [8, []], [12, [12, 20]], [10, []], [22, []], [24, []], [20, [25, 21, 18, 23]], [19, []], [23, []], [25, []], [21, []], [18, []]]], [[[4, [4, 3, 5]]], [[16, [13, 11, 29]]], [[2, [2, 10, 19]]], [[14, [14]]], [[7, [7, 24, 22]]], [[15, [15, 17, 28]]], [[6, [6, 8]]], [[9, [9, 27, 30]]], [[12, [12, 20]]], [[20, [18, 23]]], [[20, [25, 21]]]]]",8,2,2,appendix
30,RC101_1.5.dat,10,773.1443228838837,491.4386532306671,"[[[[0, []], [3, [3, 5, 2]], [5, []], [2, []], [4, [4, 26, 13]], [7, [7]], [17, [17, 15, 28, 29]], [15, []], [13, []], [9, [9, 30, 27]], [30, []], [28, []], [26, []], [27, []], [29, []]], [[0, [1]], [1, []], [11, [11, 16, 23]], [16, []], [6, [6, 8, 10]], [8, []], [12, [12, 14, 22]], [14, []], [10, [18, 19]], [24, [25, 21, 24, 20]], [23, []], [25, []], [21, []], [18, []], [19, []], [20, []], [22, []]]], [[[11, [11, 16, 23]]], [[3, [3, 5, 2]]], [[4, [4, 26, 13]]], [[7, [7]]], [[6, [6, 8, 10]]], [[17, [17, 15, 28, 29]]], [[9, [9, 30, 27]]], [[12, [12, 14, 22]]], [[10, [18, 19]]], [[24, [21, 24]]], [[24, [25, 20]]]]]",8,2,2,appendix
30,RC101_1.dat,1,719.0,315.3391296863556,"[[[[0, [23, 21, 22, 18, 19, 20, 28, 26, 27, 29, 25, 30]], [22, []], [19, []], [18, []], [21, []], [23, []], [25, []], [24, [24]], [20, []], [30, []], [28, []], [26, []], [27, []], [29, []]], [[0, [2, 6, 7, 8, 1, 5, 3, 15, 16, 12, 10, 11, 9, 14]], [4, [4]], [8, []], [7, []], [6, []], [2, []], [1, []], [5, []], [3, []], [10, []], [11, []], [9, []], [13, [13]], [15, []], [16, []], [17, [17]], [14, []], [12, []]]], [[[4, [4]]], [[24, [24]]], [[13, [13]]], [[17, [17]]]]]",2,2,2,appendix
30,RC101_1.dat,2,746.0,202.0889356136322,"[[[[0, [3, 1, 8, 7, 6, 21, 19, 20, 18, 5, 2, 14, 22]], [2, []], [3, []], [1, []], [5, []], [4, [4]], [8, []], [7, []], [6, []], [14, []], [24, [24, 25, 23]], [25, []], [23, []], [21, []], [18, []], [19, []], [20, []], [22, []]], [[0, [17, 9, 28, 26, 27, 29, 10, 30, 11, 12, 16, 15, 13]], [10, []], [11, []], [12, []], [17, []], [16, []], [15, []], [13, []], [9, []], [30, []], [28, []], [26, []], [27, []], [29, []]]], [[[4, [4]]], [[24, [24]]], [[24, [25, 23]]]]]",2,2,2,appendix
30,RC101_1.dat,3,743.0,448.6016504764557,"[[[[0, [4, 19, 21, 18, 2, 6, 7, 8, 5, 20, 22, 3, 1, 10]], [2, []], [4, []], [3, []], [1, []], [5, []], [8, []], [6, []], [7, []], [10, []], [22, []], [20, []], [19, [25, 23]], [18, []], [21, []], [25, []], [23, []], [24, [24]]], [[0, [14, 13, 28, 26, 27, 29, 16, 15, 12, 9, 11]], [12, []], [14, []], [17, [17, 30]], [16, []], [15, []], [11, []], [13, []], [9, []], [30, []], [28, []], [26, []], [27, []], [29, []]]], [[[17, [17]]], [[17, [30]]], [[19, [25, 23]]], [[24, [24]]]]]",2,2,2,appendix
30,RC101_1.dat,4,744.0,192.5674941539764,"[[[[0, [4, 1, 3, 5, 18, 22, 20, 21, 23, 6, 8, 2, 7, 19, 10, 11]], [1, []], [3, []], [5, []], [4, []], [8, []], [6, []], [2, []], [7, []], [10, []], [11, []], [13, [13, 25]], [25, []], [23, []], [21, []], [18, []], [19, []], [20, []], [24, [24]], [22, []]], [[0, [9, 29, 27, 26, 28, 30, 12, 16, 14, 15]], [12, []], [14, []], [17, [17]], [16, []], [15, []], [9, []], [29, []], [27, []], [26, []], [28, []], [30, []]]], [[[13, [13]]], [[17, [17]]], [[13, [25]]], [[24, [24]]]]]",2,2,2,appendix
30,RC101_1.dat,5,733.0,244.8094534873962,"[[[[0, [12, 9, 26, 27, 29, 28, 30, 16, 15, 13, 14]], [12, []], [14, []], [17, [17]], [16, []], [15, []], [13, []], [9, []], [30, []], [28, []], [26, []], [27, []], [29, []]], [[0, [3, 5, 1, 8, 21, 20, 22, 18, 19, 6, 7, 10, 11, 2]], [2, []], [1, []], [3, []], [5, []], [4, [4]], [8, []], [7, []], [6, []], [11, []], [10, [25, 23]], [25, []], [23, []], [21, []], [18, []], [19, []], [20, []], [24, [24]], [22, []]]], [[[4, [4]]], [[17, [17]]], [[10, [25, 23]]], [[24, [24]]]]]",2,2,2,appendix
30,RC101_1.dat,6,785.0,202.5962059497833,"[[[[0, [12, 11, 10, 9, 29, 27, 26, 28, 30, 13, 16, 14]], [17, [17]], [16, []], [14, []], [12, []], [11, []], [10, []], [9, []], [13, []], [29, []], [27, []], [26, []], [28, []], [30, []]], [[0, [2, 7, 8, 3, 5, 1, 22, 19, 21, 20, 18, 6, 15]], [2, []], [5, []], [1, []], [3, []], [4, [4]], [8, []], [7, []], [6, []], [15, []], [22, []], [19, [25, 23]], [18, []], [21, []], [23, []], [25, []], [24, [24]], [20, []]]], [[[4, [4]]], [[17, [17]]], [[19, [25, 23]]], [[24, [24]]]]]",2,2,2,appendix
30,RC101_1.dat,7,719.0,436.096871137619,"[[[[0, [2, 8, 3, 6, 7, 10, 11, 1, 5, 9, 15, 16, 14, 12]], [2, []], [3, []], [1, []], [5, []], [4, [4]], [8, []], [6, []], [7, []], [10, []], [11, []], [9, []], [13, [13]], [15, []], [16, []], [17, [17]], [14, []], [12, []]], [[0, [29, 27, 26, 28, 30, 25, 23, 21, 19, 18, 20, 22]], [29, []], [27, []], [26, []], [28, []], [30, []], [18, []], [25, []], [23, []], [21, []], [19, []], [20, []], [24, [24]], [22, []]]], [[[4, [4]]], [[13, [13]]], [[17, [17]]], [[24, [24]]]]]",2,2,2,appendix
30,RC101_1.dat,8,744.0,323.7729728221893,"[[[[0, [15, 16, 13, 9, 28, 26, 27, 29, 14, 12, 30]], [12, []], [14, []], [17, [17]], [15, []], [16, []], [13, []], [9, []], [30, []], [28, []], [26, []], [27, []], [29, []]], [[0, [7, 8, 4, 1, 3, 5, 6, 21, 19, 22, 18, 2, 10, 11, 20]], [2, []], [7, []], [8, []], [4, []], [1, []], [3, []], [5, []], [6, []], [10, []], [11, [25, 23]], [25, []], [23, []], [21, []], [18, []], [19, []], [20, []], [24, [24]], [22, []]]], [[[17, [17]]], [[11, [25, 23]]], [[24, [24]]]]]",2,2,2,appendix
30,RC101_1.dat,9,737.0,353.970579624176,"[[[[0, [21, 18, 22, 20, 19, 29, 27, 26, 28, 23, 30]], [19, [25]], [21, []], [18, []], [23, []], [25, []], [24, [24]], [22, []], [20, []], [29, []], [27, []], [26, []], [28, []], [30, []]], [[0, [17, 12, 14, 15, 9, 16, 13, 11, 10, 5, 3, 1, 8, 7, 6, 2]], [12, []], [17, []], [14, []], [16, []], [15, []], [9, []], [13, []], [11, []], [10, []], [4, [4]], [5, []], [3, []], [1, []], [8, []], [7, []], [6, []], [2, []]]], [[[19, [25]]], [[24, [24]]], [[4, [4]]]]]",2,2,2,appendix
30,RC101_1.dat,10,763.0,323.8190307617188,"[[[[0, [12, 14, 16, 15, 11, 10, 9, 29, 27, 26, 28, 30, 13]], [12, []], [14, []], [17, [17]], [16, []], [13, []], [15, []], [11, []], [10, []], [9, []], [29, []], [27, []], [26, []], [28, []], [30, []]], [[0, [5, 21, 19, 20, 22, 8, 6, 2, 7, 18, 1, 3]], [4, [4]], [5, []], [8, []], [1, []], [3, []], [6, [25, 23]], [2, []], [7, []], [25, []], [23, []], [21, []], [18, []], [19, []], [20, []], [22, []], [24, [24]]]], [[[4, [4]]], [[17, [17]]], [[6, [25, 23]]], [[24, [24]]]]]",2,2,2,appendix
30,RC101_1.dat,1,756.0434817157327,544.268895149231,"[[[[0, [11, 10, 26, 29, 28, 27, 30, 13, 14, 16]], [14, []], [13, []], [16, []], [11, []], [10, []], [29, []], [27, []], [26, []], [28, []], [30, []]], [[0, [4, 22, 5, 2, 19, 1]], [4, []], [3, [3]], [6, [6, 17]], [2, []], [1, []], [5, []], [8, [8, 25]], [7, [7]], [12, [12]], [17, []], [15, [15]], [9, [9, 23]], [24, [24, 18, 21]], [23, []], [25, []], [21, []], [18, []], [19, []], [20, [20]], [22, []]]], [[[3, [3]]], [[6, [6, 17]]], [[8, [8, 25]]], [[7, [7]]], [[12, [12]]], [[15, [15]]], [[9, [9, 23]]], [[24, [24, 18]]], [[24, [21]]], [[20, [20]]]]]",4,2,2,appendix
30,RC101_1.dat,2,745.8758572774439,334.5708022117615,"[[[[0, [26, 19, 29, 27, 30, 28, 18, 21, 25, 23, 22]], [29, []], [27, []], [26, []], [28, []], [30, []], [18, []], [21, []], [25, []], [23, []], [20, [20]], [19, []], [22, []], [24, [24]]], [[0, [5, 1, 4, 13, 10, 2, 14, 11]], [2, [15]], [6, [6]], [3, [3]], [1, []], [5, []], [8, [8, 17]], [4, []], [7, [7]], [9, [9]], [13, []], [15, []], [11, []], [12, [12]], [16, [16]], [14, []], [10, []], [17, []]]], [[[2, [15]]], [[6, [6]]], [[3, [3]]], [[8, [8, 17]]], [[7, [7]]], [[9, [9]]], [[12, [12]]], [[16, [16]]], [[20, [20]]], [[24, [24]]]]]",4,2,2,appendix
30,RC101_1.dat,3,736.0470516202275,333.9629576206207,"[[[[0, [22, 30, 19, 21, 28, 29, 26, 25, 23, 27, 18]], [29, []], [27, []], [26, []], [28, []], [30, []], [18, []], [25, []], [23, []], [21, []], [19, []], [24, [24]], [22, []], [20, [20]]], [[0, [5, 11, 1, 10, 14, 2]], [4, [4, 13]], [5, []], [3, [3]], [1, []], [6, [6]], [8, [8]], [2, []], [7, [7]], [12, [12, 17, 9]], [10, []], [17, []], [15, [15]], [16, [16]], [9, []], [13, []], [11, []], [14, []]]], [[[4, [4, 13]]], [[3, [3]]], [[6, [6]]], [[8, [8]]], [[7, [7]]], [[12, [17, 9]]], [[12, [12]]], [[15, [15]]], [[16, [16]]], [[24, [24]]], [[20, [20]]]]]",4,2,2,appendix
30,RC101_1.dat,4,719.0,529.4232647418976,"[[[[0, [4, 5, 11, 1, 14, 10, 2]], [3, [3, 17, 8]], [5, []], [1, []], [4, []], [8, []], [2, []], [6, [6]], [7, [7]], [9, [9]], [13, [13]], [16, [16]], [15, [15]], [11, []], [10, []], [17, []], [14, []], [12, [12]]], [[0, [26, 27, 28, 30, 24, 29, 23, 19, 21, 18, 25, 22]], [29, []], [27, []], [26, []], [28, []], [30, []], [18, []], [21, []], [23, []], [25, []], [19, []], [20, [20]], [22, []], [24, []]]], [[[3, [3]]], [[3, [17, 8]]], [[6, [6]]], [[7, [7]]], [[9, [9]]], [[13, [13]]], [[16, [16]]], [[15, [15]]], [[20, [20]]], [[12, [12]]]]]",4,2,2,appendix
30,RC101_1.dat,5,739.5098462843398,404.3000543117523,"[[[[0, [4, 10, 19, 22, 5, 1, 2]], [1, []], [5, []], [3, [3]], [4, [6]], [2, []], [6, []], [8, [8, 17]], [7, [7]], [12, [12]], [17, []], [15, [15, 23]], [10, []], [9, [9, 25]], [24, [24, 21, 18]], [23, []], [25, []], [21, []], [18, []], [19, []], [20, [20]], [22, []]], [[0, [13, 11, 14, 26, 29, 28, 27, 30, 16]], [14, []], [16, []], [11, []], [13, []], [30, []], [28, []], [26, []], [27, []], [29, []]]], [[[3, [3]]], [[4, [6]]], [[8, [8, 17]]], [[7, [7]]], [[12, [12]]], [[15, [15, 23]]], [[9, [9, 25]]], [[24, [24, 18]]], [[24, [21]]], [[20, [20]]]]]",4,2,2,appendix
30,RC101_1.dat,6,752.3016516106934,342.4556090831757,"[[[[0, [16, 14, 10, 26, 29, 28, 27]], [17, [17, 30]], [14, []], [16, []], [10, []], [30, []], [28, []], [26, []], [27, []], [29, []]], [[0, [5, 1, 4, 13, 2, 3, 11, 19, 22]], [7, [7]], [2, []], [6, [6, 23]], [1, []], [3, []], [5, []], [4, []], [8, [8]], [12, [12]], [11, []], [13, []], [15, [15, 25]], [9, [9]], [24, [24, 21, 18]], [23, []], [21, []], [25, []], [18, []], [19, []], [20, [20]], [22, []]]], [[[7, [7]]], [[6, [6, 23]]], [[8, [8]]], [[17, [17, 30]]], [[12, [12]]], [[15, [15, 25]]], [[9, [9]]], [[24, [24, 18]]], [[24, [21]]], [[20, [20]]]]]",4,2,2,appendix
30,RC101_1.dat,7,727.0,529.0774340629578,"[[[[0, [5, 10, 14, 11, 1, 2]], [6, [6]], [5, []], [3, [3]], [1, []], [4, [4, 13]], [2, []], [8, [8, 17]], [7, [7]], [12, [12]], [14, []], [17, []], [16, [16]], [10, []], [11, []], [15, [15]], [13, []], [9, [9]]], [[0, [18, 21, 26, 29, 27, 19, 28, 30, 23, 25, 24, 22]], [29, []], [27, []], [26, []], [28, []], [30, []], [18, []], [23, []], [25, []], [21, []], [19, []], [22, []], [24, []], [20, [20]]]], [[[6, [6]]], [[3, [3]]], [[4, [4, 13]]], [[8, [8, 17]]], [[7, [7]]], [[12, [12]]], [[16, [16]]], [[15, [15]]], [[9, [9]]], [[20, [20]]]]]",4,2,2,appendix
30,RC101_1.dat,8,750.0558114450808,331.0488045215607,"[[[[0, [11, 16, 13, 19, 14, 22, 10, 23]], [6, [6, 17]], [10, []], [17, []], [14, []], [12, [12]], [11, []], [15, [15]], [16, []], [13, []], [9, [9, 25]], [24, [24, 18, 21]], [25, []], [23, []], [21, []], [18, []], [19, []], [20, [20]], [22, []]], [[0, [3, 4, 5, 1, 2, 26, 29]], [7, [7, 28]], [3, []], [8, [8]], [4, []], [5, []], [1, []], [2, [30, 27]], [30, []], [28, []], [26, []], [27, []], [29, []]]], [[[7, [7]]], [[7, [28]]], [[8, [8]]], [[6, [6, 17]]], [[2, [27]]], [[2, [30]]], [[12, [12]]], [[15, [15]]], [[9, [9, 25]]], [[24, [24, 18]]], [[24, [21]]], [[20, [20]]]]]",4,2,2,appendix
30,RC101_1.dat,9,733.6129403521861,283.3464398384094,"[[[[0, [27, 26, 30, 18, 29, 28, 23, 22, 21, 25, 24, 19]], [29, []], [27, []], [26, []], [28, []], [30, []], [19, []], [18, []], [25, []], [23, []], [21, []], [24, []], [22, []], [20, [20]]], [[0, [10, 16, 13, 14, 4, 2, 1]], [11, [11, 15]], [10, []], [16, []], [13, []], [15, []], [17, [17, 8]], [14, []], [12, [12]], [7, [7]], [8, []], [4, []], [5, [5]], [1, []], [3, [3]], [2, []], [6, [6]], [9, [9]]]], [[[11, [11]]], [[11, [15]]], [[17, [17, 8]]], [[12, [12]]], [[7, [7]]], [[5, [5]]], [[3, [3]]], [[6, [6]]], [[9, [9]]], [[20, [20]]]]]",4,2,2,appendix
30,RC101_1.dat,10,756.8347434504498,421.917596578598,"[[[[0, [29, 27, 30, 26, 28, 21, 18, 22, 23, 24, 25, 19]], [29, []], [27, []], [26, []], [28, []], [30, []], [18, []], [21, []], [22, []], [24, []], [25, []], [23, []], [19, []], [20, [20]]], [[0, [4, 5, 1, 10, 14, 2]], [2, []], [3, [3]], [5, []], [8, [8]], [1, []], [4, []], [6, [6, 17]], [7, [7]], [12, [12]], [15, [15]], [17, []], [11, [11]], [16, [16]], [10, []], [9, [9]], [13, [13]], [14, []]]], [[[3, [3]]], [[8, [8]]], [[6, [6, 17]]], [[7, [7]]], [[12, [12]]], [[15, [15]]], [[11, [11]]], [[16, [16]]], [[9, [9]]], [[13, [13]]], [[20, [20]]]]]",4,2,2,appendix
30,RC101_1.dat,1,691.0282367439582,495.2314691543579,"[[[[0, [29, 26, 16]], [7, [7, 11]], [14, [14, 30, 17]], [17, []], [16, []], [11, [27, 28]], [29, []], [27, []], [26, []], [28, []], [30, []]], [[0, [1, 23]], [2, [2, 13]], [3, [3, 5]], [1, []], [5, []], [4, [4, 10]], [8, [8, 6, 18]], [6, []], [12, [12, 15, 25]], [10, []], [15, []], [13, []], [9, [9, 20, 21, 24]], [25, []], [23, []], [21, []], [18, []], [19, [19]], [20, []], [22, [22]], [24, []]]], [[[2, [2, 13]]], [[3, [3, 5]]], [[4, [4, 10]]], [[7, [7, 11]]], [[8, [8, 6, 18]]], [[14, [14, 30, 17]]], [[11, [27, 28]]], [[12, [12, 15, 25]]], [[9, [21, 24]]], [[9, [9, 20]]], [[19, [19]]], [[22, [22]]]]]",8,2,2,appendix
30,RC101_1.dat,2,687.628605987547,337.1368954181671,"[[[[0, [14, 16, 13, 26, 29, 28]], [14, []], [17, [17, 15, 11]], [16, []], [15, []], [13, []], [11, [27, 30]], [29, []], [27, []], [26, []], [28, []], [30, []]], [[0, [1]], [5, [5, 2]], [3, [3, 4]], [1, []], [7, [7, 23]], [2, []], [4, []], [8, [8, 6, 24]], [6, []], [12, [12, 9]], [10, [10, 18]], [9, []], [24, [21, 20, 25, 19]], [21, []], [25, []], [23, []], [18, []], [19, []], [20, []], [22, [22]]]], [[[5, [5, 2]]], [[3, [3, 4]]], [[7, [7, 23]]], [[8, [8, 6, 24]]], [[17, [17, 15, 11]]], [[11, [27, 30]]], [[12, [12, 9]]], [[10, [10, 18]]], [[24, [21, 20]]], [[24, [25, 19]]], [[22, [22]]]]]",8,2,2,appendix
30,RC101_1.dat,3,692.0,620.486629486084,"[[[[0, [27, 29, 28, 20, 26, 30]], [29, []], [27, []], [26, []], [28, []], [30, []], [24, [24, 19, 18, 22]], [18, []], [19, []], [20, []], [22, []]], [[0, [1]], [3, [3, 5]], [4, [4, 23, 2]], [5, []], [1, []], [2, []], [6, [6, 13]], [8, [8, 7, 17]], [7, []], [12, [12, 16]], [14, [14, 15]], [17, []], [16, []], [15, []], [13, []], [11, [11, 10]], [10, []], [9, [9, 25, 21]], [21, []], [23, []], [25, []]]], [[[3, [3, 5]]], [[4, [4, 23, 2]]], [[6, [6, 13]]], [[8, [8, 7, 17]]], [[12, [12, 16]]], [[14, [14, 15]]], [[11, [11, 10]]], [[9, [9, 25, 21]]], [[24, [24, 19]]], [[24, [18, 22]]]]]",8,2,2,appendix
30,RC101_1.dat,4,698.0,438.779125213623,"[[[[0, [25, 18, 27, 29, 30, 26, 23, 21, 28]], [23, []], [25, []], [21, []], [18, []], [30, []], [28, []], [26, []], [27, []], [29, []]], [[0, [1]], [2, [2, 5]], [5, []], [3, [3, 4, 13]], [1, []], [7, [7, 20]], [4, []], [8, [8, 16]], [6, [6, 15, 17]], [9, [9, 10]], [13, []], [15, []], [16, []], [17, []], [14, [14, 11]], [12, [12]], [11, []], [10, []], [24, [24, 22, 19]], [20, []], [19, []], [22, []]]], [[[2, [2, 5]]], [[3, [3, 4, 13]]], [[7, [7, 20]]], [[8, [8, 16]]], [[6, [6, 15, 17]]], [[9, [9, 10]]], [[14, [14, 11]]], [[12, [12]]], [[24, [19]]], [[24, [24, 22]]]]]",8,2,2,appendix
30,RC101_1.dat,5,684.0,468.5370278358459,"[[[[0, [29, 27, 26, 28, 30]], [29, []], [27, []], [26, []], [28, []], [30, []], [20, [20, 18, 24]], [18, []], [24, []]], [[0, [1, 16]], [1, [11, 2]], [4, [4, 3, 13]], [3, []], [7, [7, 5, 23]], [2, []], [5, []], [8, [8, 10]], [6, [6, 21, 17]], [12, [12, 15, 14]], [11, []], [10, []], [15, []], [16, []], [17, []], [14, []], [13, []], [9, [25, 19, 9, 22]], [25, []], [23, []], [21, []], [19, []], [22, []]]], [[[1, [11, 2]]], [[4, [4, 3, 13]]], [[7, [7, 5, 23]]], [[8, [8, 10]]], [[6, [6, 21, 17]]], [[12, [15, 14]]], [[12, [12]]], [[9, [9, 22]]], [[9, [25, 19]]], [[20, [20, 18, 24]]]]]",8,2,2,appendix
30,RC101_1.dat,6,689.0512483795333,557.5168495178223,"[[[[0, [1, 16]], [1, [4, 23, 10, 2, 11]], [2, []], [4, []], [5, [5, 3]], [3, []], [8, [8, 6, 13]], [6, []], [7, [7, 21]], [12, [12, 15, 17]], [14, [14]], [17, []], [16, []], [15, []], [13, []], [11, []], [10, []], [9, [9, 25, 20]], [25, []], [21, []], [23, []], [22, [22]], [20, []]], [[0, [18, 26, 29, 30, 27, 28]], [29, []], [27, []], [26, []], [28, []], [30, []], [18, []], [19, [19, 24]], [24, []]]], [[[1, [2, 11]]], [[1, [4, 23, 10]]], [[5, [5, 3]]], [[8, [8, 6, 13]]], [[7, [7, 21]]], [[12, [12, 15, 17]]], [[14, [14]]], [[9, [9, 25, 20]]], [[22, [22]]], [[19, [19, 24]]]]]",8,2,2,appendix
30,RC101_1.dat,7,682.3016516106934,545.6419367790222,"[[[[0, [1]], [2, [2, 5]], [3, [3, 16]], [5, []], [1, []], [4, [4, 10, 23]], [6, [6, 8, 18]], [8, []], [7, [7, 17, 13]], [12, [12, 25, 11]], [14, [14, 15]], [17, []], [16, []], [15, []], [10, []], [11, []], [13, []], [9, [9, 19, 21, 20]], [25, []], [23, []], [21, []], [18, []], [19, []], [20, []]], [[0, [27, 26, 29, 28, 30]], [28, []], [30, []], [26, []], [27, []], [29, []], [22, [22, 24]], [24, []]]], [[[2, [2, 5]]], [[3, [3, 16]]], [[4, [4, 10, 23]]], [[6, [6, 8, 18]]], [[7, [7, 17, 13]]], [[12, [12, 25, 11]]], [[14, [14, 15]]], [[9, [21, 20]]], [[9, [9, 19]]], [[22, [22, 24]]]]]",8,2,2,appendix
30,RC101_1.dat,8,694.025121715609,405.1326086521149,"[[[[0, [1]], [11, [11, 13]], [13, []], [10, [10, 4]], [16, [16, 3]], [14, [14, 5]], [4, []], [1, []], [3, []], [5, []], [8, [8, 17, 6]], [6, []], [2, [2]], [7, [7, 15]], [12, [12, 9]], [17, []], [15, []], [9, []]], [[0, [19, 23, 26, 29, 22]], [23, []], [19, []], [20, [20, 30, 21, 18, 27]], [24, [24, 25, 28]], [25, []], [21, []], [18, []], [22, []], [30, []], [28, []], [26, []], [27, []], [29, []]]], [[[11, [11, 13]]], [[10, [10, 4]]], [[16, [16, 3]]], [[14, [14, 5]]], [[20, [20, 21]]], [[20, [30, 18, 27]]], [[24, [24, 25, 28]]], [[8, [8, 17, 6]]], [[2, [2]]], [[7, [7, 15]]], [[12, [12, 9]]]]]",8,2,2,appendix
30,RC101_1.dat,9,672.0570962859163,546.6198086738586,"[[[[0, [26, 29, 22, 23]], [19, [19, 18, 24, 20]], [18, []], [24, [27, 30, 28, 21, 25]], [23, []], [25, []], [21, []], [20, []], [22, []], [30, []], [28, []], [26, []], [27, []], [29, []]], [[0, [1]], [1, []], [4, [4, 3, 13]], [2, [2, 5]], [3, []], [5, []], [8, [8, 15]], [6, [6, 7]], [7, []], [9, [9, 10]], [13, [17, 11, 16]], [15, []], [11, []], [10, []], [16, []], [17, []], [14, [14]], [12, [12]]]], [[[4, [4, 3, 13]]], [[2, [2, 5]]], [[19, [19, 24]]], [[19, [18, 20]]], [[24, [28, 21]]], [[24, [27, 30, 25]]], [[8, [8, 15]]], [[6, [6, 7]]], [[9, [9, 10]]], [[13, [17, 11, 16]]], [[14, [14]]], [[12, [12]]]]]",8,2,2,appendix
30,RC101_1.dat,10,690.3478508437357,447.8153791427612,"[[[[0, [16, 23]], [5, [5, 11, 13]], [3, [3, 4]], [4, []], [11, []], [13, []], [16, []], [17, [17, 14]], [12, [12, 15]], [14, []], [15, []], [10, [10]], [9, [9, 24, 18]], [24, [25, 19, 21, 20]], [23, []], [25, []], [21, []], [18, []], [19, []], [20, []], [22, [22]]], [[0, [2, 29, 26, 1]], [1, []], [7, [7, 28]], [8, [8, 6]], [6, []], [2, [27, 30]], [29, []], [27, []], [26, []], [28, []], [30, []]]], [[[5, [5, 11, 13]]], [[3, [3, 4]]], [[7, [7, 28]]], [[8, [8, 6]]], [[2, [27, 30]]], [[17, [17, 14]]], [[12, [12, 15]]], [[10, [10]]], [[9, [9, 24, 18]]], [[24, [21, 20]]], [[24, [25, 19]]], [[22, [22]]]]]",8,2,2,appendix
30,RC101_2.5.dat,1,1098.0,188.7469842433929,"[[[[0, [16, 14, 13, 10, 5, 3, 1, 12, 4, 11, 9, 8, 6, 7]], [11, []], [10, []], [9, []], [13, []], [15, [15]], [16, []], [17, [17]], [14, []], [12, []], [8, []], [4, []], [5, []], [3, []], [1, []], [6, []], [7, []], [2, [2]]], [[0, [27, 26, 30, 28, 29, 23, 18, 19, 22, 24, 21]], [29, []], [27, []], [26, []], [28, []], [30, []], [19, [25, 20]], [18, []], [21, []], [25, []], [23, []], [24, []], [20, []], [22, []]]], [[[15, [15]]], [[17, [17]]], [[2, [2]]], [[19, [25, 20]]]]]",2,2,2,appendix
30,RC101_2.5.dat,2,1096.0,234.8271288871765,"[[[[0, [22, 18, 24, 19, 30, 27, 28, 26, 29, 23, 21]], [22, [25, 20]], [24, []], [23, []], [25, []], [21, []], [18, []], [19, []], [20, []], [30, []], [28, []], [26, []], [27, []], [29, []]], [[0, [7, 10, 11, 14, 8, 6, 5, 4, 1, 3, 16, 9, 13, 12]], [2, [2]], [1, []], [3, []], [5, []], [4, []], [8, []], [6, []], [7, []], [10, []], [9, []], [13, []], [11, []], [12, []], [14, []], [17, [17]], [16, []], [15, [15]]]], [[[2, [2]]], [[22, [25, 20]]], [[17, [17]]], [[15, [15]]]]]",2,2,2,appendix
30,RC101_2.5.dat,3,1090.0,186.1785454750061,"[[[[0, [5, 1, 3, 4, 13, 2, 8, 7, 6, 16, 11, 14, 10, 9, 12]], [1, []], [3, []], [5, []], [4, []], [8, []], [7, []], [6, []], [2, []], [10, []], [9, []], [11, []], [13, []], [15, [15]], [16, []], [17, [17]], [14, []], [12, []]], [[0, [24, 27, 23, 21, 19, 22, 29, 30, 28, 26]], [22, []], [24, [25, 18, 20]], [23, []], [25, []], [21, []], [18, []], [19, []], [20, []], [30, []], [28, []], [26, []], [27, []], [29, []]]], [[[24, [18, 20]]], [[24, [25]]], [[15, [15]]], [[17, [17]]]]]",2,2,2,appendix
