Number_of_cities,Dataset,Run,Fitness,Runtime,Solution,A,Drone,Truck,folder
50,RC101_0.5.dat,2,776.0,3624.487665176392,"[[[[0, [49, 18, 23, 39, 36, 38, 44, 1, 46, 35, 8, 45, 4, 19, 7, 21, 6, 42]], [22, [22, 41]], [49, [48]], [48, []], [21, []], [23, []], [18, []], [19, []], [41, []], [39, []], [40, [40]], [36, []], [35, []], [37, [37]], [38, []], [42, []], [44, []], [43, [43]], [1, []], [3, [3, 5]], [5, []], [45, []], [4, []], [46, []], [8, []], [7, []], [6, []], [2, [2]]], [[0, [32, 30, 24, 26, 27, 29, 34, 50, 9, 13, 15, 16, 17, 47, 14, 12, 11, 10, 28, 31, 20, 33, 25]], [25, []], [24, []], [20, []], [33, []], [32, []], [30, []], [28, []], [26, []], [27, []], [29, []], [31, []], [34, []], [50, []], [9, []], [13, []], [15, []], [16, []], [17, []], [47, []], [14, []], [12, []], [11, []], [10, []]]], [[[22, [22, 41]]], [[49, [48]]], [[40, [40]]], [[37, [37]]], [[43, [43]]], [[3, [3, 5]]], [[2, [2]]]]]",4,2,2,appendix
50,RC101_0.5.dat,3,745.0,1549.85720872879,"[[[[0, [38, 36, 8, 1, 4, 45, 46, 3, 5, 24, 22, 6, 7, 35, 2, 19, 23, 49, 18, 21, 44]], [41, [41, 42, 37]], [44, []], [42, []], [39, [39]], [38, []], [37, []], [36, []], [35, []], [40, [40, 43]], [43, []], [1, []], [3, []], [5, []], [45, []], [4, []], [46, []], [8, []], [7, []], [6, []], [2, []], [24, []], [22, []], [20, [20, 25, 48]], [49, []], [19, []], [25, []], [23, []], [21, []], [48, []], [18, []]], [[0, [47, 50, 34, 27, 29, 14, 32, 9, 26, 17, 15, 16, 31, 28, 10, 13, 33, 12, 30]], [10, []], [12, []], [15, []], [16, []], [17, []], [47, []], [14, []], [11, [11]], [13, []], [9, []], [50, []], [34, []], [32, []], [30, []], [28, []], [26, []], [27, []], [29, []], [31, []], [33, []]]], [[[41, [41, 42, 37]]], [[39, [39]]], [[40, [40, 43]]], [[11, [11]]], [[20, [20]]], [[20, [25, 48]]]]]",4,2,2,appendix
50,RC101_0.5.dat,4,754.4137246099926,3420.558166027069,"[[[[0, [25, 21, 20, 48, 18, 19, 23, 50, 27, 26, 34, 29, 31, 30, 24, 49]], [24, []], [19, []], [48, []], [18, []], [21, []], [25, []], [23, []], [22, [22, 33]], [49, []], [20, []], [50, [28, 32]], [30, []], [28, []], [27, []], [26, []], [32, []], [33, []], [34, []], [29, []], [31, []]], [[0, [13, 17, 47, 14, 7, 12, 9, 3, 8, 46, 4, 15, 45, 16, 6, 10, 1, 5, 11, 44, 35, 39, 36, 42, 38]], [11, []], [10, []], [9, []], [13, []], [15, []], [16, []], [17, []], [47, []], [14, []], [12, []], [2, [2]], [6, []], [7, []], [8, []], [46, []], [4, []], [45, []], [5, []], [3, []], [1, []], [40, [40]], [42, []], [44, []], [39, []], [38, []], [37, [37]], [36, []], [35, []], [43, [43]], [41, [41]]]], [[[2, [2]]], [[22, [22, 33]]], [[50, [28]]], [[50, [32]]], [[40, [40]]], [[37, [37]]], [[43, [43]]], [[41, [41]]]]]",4,2,2,appendix
50,RC101_0.5.dat,5,737.0,2298.713804960251,"[[[[0, [32, 18, 25, 48, 19, 33, 49, 26, 28, 34, 50, 29, 24, 20, 31, 23, 21, 27]], [27, []], [50, [30, 22]], [31, []], [29, []], [34, []], [28, []], [26, []], [30, []], [32, []], [33, []], [20, []], [24, []], [49, []], [19, []], [48, []], [18, []], [25, []], [23, []], [21, []], [22, []]], [[0, [35, 36, 39, 44, 43, 1, 45, 4, 46, 8, 7, 6, 42, 5, 16, 15, 38, 13, 9, 47, 17, 11, 12, 14, 10]], [41, [41, 3]], [38, []], [37, [37]], [35, []], [36, []], [40, [40]], [39, []], [42, []], [44, []], [43, []], [1, []], [3, []], [5, []], [45, []], [4, []], [46, []], [8, []], [7, []], [6, []], [2, [2]], [12, []], [14, []], [47, []], [17, []], [16, []], [15, []], [13, []], [9, []], [11, []], [10, []]]], [[[41, [41, 3]]], [[37, [37]]], [[40, [40]]], [[50, [30, 22]]], [[2, [2]]]]]",4,2,2,appendix
50,RC101_0.5.dat,6,745.6116872029975,3456.812838792801,"[[[[0, [28, 32, 33, 29, 35, 50, 30, 26, 27, 31, 44, 38, 34, 36, 39]], [33, []], [32, []], [30, []], [28, []], [26, []], [27, []], [29, []], [31, []], [34, []], [50, []], [37, [37]], [35, []], [40, [40]], [36, []], [38, []], [39, []], [41, [41, 42]], [43, [43]], [44, []], [42, []]], [[0, [21, 23, 18, 19, 48, 11, 14, 12, 7, 46, 45, 5, 49, 20, 4, 24, 8, 9, 47, 17, 16, 1, 15, 10, 13, 6]], [22, [22, 25, 3]], [20, []], [49, []], [19, []], [21, []], [23, []], [25, []], [48, []], [18, []], [24, []], [9, []], [10, []], [11, []], [13, []], [15, []], [16, []], [17, []], [47, []], [14, []], [12, []], [7, []], [8, []], [1, []], [3, []], [5, []], [45, []], [4, []], [46, []], [6, []], [2, [2]]]], [[[22, [22, 3]]], [[22, [25]]], [[37, [37]]], [[40, [40]]], [[41, [41, 42]]], [[43, [43]]], [[2, [2]]]]]",4,2,2,appendix
50,RC101_0.5.dat,7,729.0,2544.657809972763,"[[[[0, [20, 25, 48, 18, 26, 27, 28, 19, 30, 24, 49, 33, 21, 23, 34, 32, 29, 31, 50, 10, 9]], [22, [22]], [24, []], [25, []], [23, []], [21, []], [18, []], [48, []], [19, []], [49, []], [20, []], [33, []], [32, []], [30, []], [28, []], [26, []], [27, []], [29, []], [31, []], [34, []], [50, []], [9, []], [10, []]], [[0, [43, 6, 14, 35, 7, 4, 8, 46, 17, 47, 16, 1, 45, 38, 36, 12, 15, 39, 44, 13, 11]], [41, [41, 42]], [39, []], [42, []], [44, []], [38, []], [35, []], [37, [37]], [36, []], [40, [40]], [43, []], [1, []], [3, [3, 5]], [5, []], [45, []], [8, []], [46, []], [4, []], [2, [2]], [6, []], [7, []], [14, []], [17, []], [47, []], [15, []], [16, []], [13, []], [11, []], [12, []]]], [[[22, [22]]], [[41, [41, 42]]], [[37, [37]]], [[40, [40]]], [[3, [3, 5]]], [[2, [2]]]]]",4,2,2,appendix
50,RC101_0.5.dat,8,710.0,3491.161521911621,"[[[[0, [27, 28, 33, 18, 48, 32, 30, 25, 50, 26, 21, 23, 19, 20, 49, 34, 29, 31, 24]], [50, []], [34, []], [29, []], [32, []], [30, []], [31, []], [27, []], [26, []], [28, []], [33, []], [24, []], [18, []], [25, []], [23, []], [21, []], [48, []], [22, [22]], [19, []], [20, []], [49, []]], [[0, [41, 42, 44, 35, 43, 36, 7, 1, 3, 46, 4, 15, 13, 17, 9, 12, 5, 8, 6, 14, 47, 16, 10, 11, 39, 38, 45]], [41, []], [39, []], [38, []], [37, [37]], [36, []], [35, []], [40, [40]], [43, []], [44, []], [42, []], [8, []], [46, []], [4, []], [45, []], [5, []], [3, []], [1, []], [2, [2]], [6, []], [7, []], [14, []], [47, []], [17, []], [16, []], [15, []], [13, []], [9, []], [10, []], [11, []], [12, []]]], [[[37, [37]]], [[40, [40]]], [[2, [2]]], [[22, [22]]]]]",4,2,2,appendix
50,RC101_0.5.dat,9,737.0,2202.711586475372,"[[[[0, [8, 45, 4, 46, 36, 7, 6, 5, 35, 1, 3, 13, 38, 44, 15, 16, 17, 47, 12, 9, 39, 14]], [41, [41, 42]], [44, []], [43, [43]], [42, []], [39, []], [38, []], [37, [37]], [36, []], [35, []], [40, [40]], [1, []], [3, []], [5, []], [45, []], [4, []], [46, []], [8, []], [7, []], [6, []], [2, [2]], [12, []], [9, []], [13, []], [15, []], [16, []], [17, []], [47, []], [14, []]], [[0, [26, 32, 33, 30, 27, 28, 29, 25, 18, 21, 23, 19, 31, 20, 50, 34, 49, 10, 48, 24, 11]], [50, []], [34, []], [31, []], [29, []], [27, []], [26, []], [28, []], [30, []], [32, []], [33, []], [18, []], [48, []], [21, []], [25, []], [23, []], [19, []], [49, []], [20, []], [22, [22]], [24, []], [10, []], [11, []]]], [[[41, [41, 42]]], [[43, [43]]], [[37, [37]]], [[40, [40]]], [[22, [22]]], [[2, [2]]]]]",4,2,2,appendix
50,RC101_0.5.dat,10,776.0,3032.680772066116,"[[[[0, [39, 36, 38, 1, 6, 46, 44, 35, 8, 45, 4, 7, 11, 10, 42, 17, 16]], [41, [41]], [44, []], [42, []], [43, [43]], [35, []], [36, []], [40, [40]], [37, [37]], [38, []], [39, []], [1, []], [3, [3, 5]], [5, []], [8, []], [7, []], [6, []], [46, []], [45, []], [4, []], [2, [2]], [17, []], [16, []], [11, []], [10, []]], [[0, [48, 18, 19, 20, 49, 15, 13, 9, 12, 27, 26, 28, 30, 29, 32, 34, 24, 22, 33, 50, 25, 23, 21, 31, 47, 14]], [12, []], [14, []], [47, []], [15, []], [13, []], [9, []], [24, []], [22, []], [20, []], [49, []], [19, []], [48, []], [25, []], [23, []], [21, []], [18, []], [33, []], [30, []], [31, []], [29, []], [27, []], [26, []], [28, []], [32, []], [34, []], [50, []]]], [[[41, [41]]], [[43, [43]]], [[40, [40]]], [[37, [37]]], [[3, [3, 5]]], [[2, [2]]]]]",4,2,2,appendix
50,RC101_0.5.dat,1,821.0,1735.021061182022,"[[[[0, [39, 38, 37, 35, 36, 40, 43, 45, 8, 9, 24, 25, 23, 21, 48, 1, 3, 5, 18, 49]], [42, [42, 41, 19]], [39, []], [38, []], [37, []], [35, []], [36, []], [40, []], [41, []], [44, [44]], [43, []], [1, []], [3, []], [45, []], [5, []], [4, [4, 46, 22, 20]], [46, []], [8, []], [9, []], [24, []], [25, []], [23, []], [21, []], [48, []], [18, []], [49, []], [19, []], [20, []], [22, []]], [[0, [10, 11, 15, 16, 17, 47, 14, 12, 50, 34, 33, 28, 30, 32, 27, 29, 7, 26, 6, 13]], [2, [2, 31]], [6, []], [7, []], [10, []], [11, []], [13, []], [15, []], [16, []], [17, []], [47, []], [14, []], [12, []], [50, []], [34, []], [33, []], [28, []], [30, []], [32, []], [26, []], [27, []], [29, []], [31, []]]], [[[42, [42, 41, 19]]], [[2, [2, 31]]], [[44, [44]]], [[4, [4, 46]]], [[4, [22, 20]]]]]",8,2,2,appendix
50,RC101_0.5.dat,2,813.0,1894.002214670181,"[[[[0, [38, 35, 36, 40, 43, 8, 9, 1, 3, 46, 45, 5, 39]], [42, [42, 44, 37]], [44, []], [5, []], [4, [4, 13]], [6, [6, 2]], [2, []], [41, [41, 7]], [39, []], [38, []], [37, []], [35, []], [36, []], [40, []], [43, []], [1, []], [3, []], [45, []], [46, []], [8, []], [7, []], [13, []], [9, []]], [[0, [11, 15, 16, 17, 47, 14, 12, 50, 34, 31, 28, 49, 10, 33, 25, 23, 27, 30, 20, 29, 26]], [10, []], [11, []], [15, []], [16, []], [17, []], [47, []], [14, []], [12, []], [50, [32, 24, 22]], [34, []], [31, []], [29, []], [27, []], [26, []], [28, []], [30, []], [32, []], [33, []], [49, [21, 19, 48, 18]], [48, []], [18, []], [21, []], [25, []], [23, []], [19, []], [20, []], [22, []], [24, []]]], [[[42, [42, 44, 37]]], [[4, [4, 13]]], [[6, [6, 2]]], [[41, [41, 7]]], [[50, [32, 24, 22]]], [[49, [21, 48, 18]]], [[49, [19]]]]]",8,2,2,appendix
50,RC101_0.5.dat,3,797.0,1938.05565571785,"[[[[0, []], [13, [13, 29, 33, 4, 3]], [8, [8, 34, 20, 26, 2]], [4, []], [3, []], [2, []], [41, [50, 41, 32, 49, 22, 18]], [50, [27, 28, 30, 31, 48]], [31, []], [34, []], [29, []], [27, []], [26, []], [28, []], [30, []], [32, []], [33, []], [49, []], [20, []], [19, [19]], [18, []], [48, []], [22, []]], [[0, [47, 15, 7, 10, 17, 14, 11, 9, 12, 16, 24, 36, 35, 45, 38, 44, 40, 1, 37, 21, 25, 23]], [21, []], [25, []], [23, []], [24, []], [9, []], [10, []], [11, []], [15, []], [16, []], [17, []], [47, []], [14, []], [12, []], [7, []], [6, [6, 5]], [46, [46, 43]], [45, []], [5, []], [1, []], [43, []], [44, []], [40, []], [36, []], [35, []], [37, []], [38, []], [39, [39, 42]], [42, []]]], [[[13, [13]]], [[13, [29, 33, 4, 3]]], [[8, [8, 26, 2]]], [[8, [34, 20]]], [[41, [50, 22, 18]]], [[41, [41, 32, 49]]], [[50, [28, 31]]], [[50, [27, 30, 48]]], [[6, [6, 5]]], [[46, [46, 43]]], [[19, [19]]], [[39, [39, 42]]]]]",8,2,2,appendix
50,RC101_0.5.dat,4,791.7549187041373,2402.803605318069,"[[[[0, [46, 24, 7, 36, 1, 43, 35, 5, 3]], [41, [41, 42, 40, 39]], [42, []], [43, []], [40, []], [39, []], [37, [37, 38, 22]], [36, []], [38, []], [35, []], [44, [44, 4]], [4, []], [8, [8, 45, 6]], [45, []], [46, []], [5, []], [1, []], [3, []], [6, []], [7, [2, 20, 49]], [2, []], [24, []], [49, []], [19, [19]], [20, []], [22, []]], [[0, [26, 13, 33, 29, 18, 48, 21, 23, 16, 17, 32, 28, 30, 34, 31, 25, 14, 47, 15, 27]], [50, [50]], [34, []], [31, []], [29, []], [27, []], [26, []], [28, []], [30, []], [32, []], [33, []], [18, []], [48, []], [21, []], [23, []], [25, []], [9, [9, 11]], [13, []], [16, []], [17, []], [47, []], [15, []], [14, []], [12, [12, 10]], [11, []], [10, []]]], [[[41, [41, 42, 40, 39]]], [[37, [37, 38, 22]]], [[50, [50]]], [[44, [44, 4]]], [[8, [8, 45]]], [[8, [6]]], [[7, [2, 49]]], [[7, [20]]], [[19, [19]]], [[9, [9, 11]]], [[12, [12, 10]]]]]",8,2,2,appendix
50,RC101_0.5.dat,5,795.6315744938447,2189.882723808289,"[[[[0, [38, 37, 36, 31, 29, 34, 27, 26, 28, 30, 39, 49, 33, 44]], [42, [42, 32, 50]], [41, [41, 40, 43, 35]], [44, []], [39, []], [38, []], [37, []], [40, []], [43, []], [36, []], [35, []], [50, []], [34, []], [31, []], [29, []], [27, []], [26, []], [28, []], [30, []], [32, []], [33, []], [19, [19, 22]], [49, []], [20, [20]], [22, []]], [[0, [11, 16, 13, 1]], [10, [10, 23, 14, 46]], [14, []], [11, []], [13, []], [15, [15, 3, 2]], [16, []], [47, [47, 17, 5]], [17, []], [46, []], [6, [6, 25]], [8, [8, 4]], [4, []], [5, []], [3, []], [1, []], [45, [45, 48]], [2, []], [7, [7, 18]], [12, [12, 21]], [9, [9, 24]], [25, []], [21, []], [48, []], [18, []], [23, []], [24, []]]], [[[10, [10, 14]]], [[10, [23, 46]]], [[15, [15, 3, 2]]], [[47, [47, 17, 5]]], [[42, [42, 32, 50]]], [[41, [41, 40, 43, 35]]], [[6, [6, 25]]], [[8, [8, 4]]], [[45, [45, 48]]], [[7, [7, 18]]], [[12, [12, 21]]], [[9, [9, 24]]], [[19, [19, 22]]], [[20, [20]]]]]",8,2,2,appendix
50,RC101_0.5.dat,6,830.0,1774.199747562408,"[[[[0, [38, 35, 36, 43, 44, 45, 46, 50, 31, 29, 26, 2, 4]], [41, [41, 37, 28, 27, 6, 42]], [42, []], [38, []], [37, []], [35, []], [36, []], [39, [39, 40]], [40, []], [43, []], [44, []], [45, []], [4, []], [46, []], [6, []], [2, []], [50, [34, 30, 33, 32]], [34, []], [31, []], [29, []], [27, []], [26, []], [28, []], [30, []], [32, []], [33, []]], [[0, [16, 47, 7, 1, 18, 21, 19, 20, 24, 13, 5, 3, 17]], [1, []], [5, []], [3, []], [8, [8, 11]], [7, []], [11, []], [16, []], [17, []], [47, []], [12, [12, 9, 25]], [14, [14, 15]], [15, []], [9, []], [13, []], [10, [10, 48, 49, 22, 23]], [23, []], [18, []], [25, []], [21, []], [48, []], [19, []], [20, []], [49, []], [24, []], [22, []]]], [[[41, [27, 6]]], [[41, [41, 37, 28, 42]]], [[8, [8, 11]]], [[39, [39, 40]]], [[12, [12, 9, 25]]], [[14, [14, 15]]], [[10, [10, 23]]], [[10, [48, 49, 22]]], [[50, [34, 30, 33]]], [[50, [32]]]]]",8,2,2,appendix
50,RC101_0.5.dat,7,706.6045977713783,2087.450604200363,"[[[[0, [30, 29, 28, 27, 25, 21, 34, 18, 48, 31, 23, 49, 19, 26, 20]], [50, [50, 32, 33]], [34, []], [31, []], [32, []], [30, []], [26, []], [28, []], [27, []], [29, []], [33, []], [48, []], [18, []], [23, []], [25, []], [21, []], [49, []], [19, []], [20, []], [24, [24, 22]], [22, []]], [[0, [13, 16, 1, 46, 2, 4]], [14, [14, 11, 5]], [11, []], [15, [15, 47]], [16, []], [13, []], [9, [9, 10]], [10, []], [47, []], [17, [17, 12, 3]], [12, []], [7, [7, 35]], [6, [6, 41, 40]], [2, []], [5, []], [3, []], [1, []], [4, []], [8, [8, 45, 38, 36]], [46, []], [45, []], [42, [42, 39, 43]], [39, []], [38, []], [37, [37, 44]], [36, []], [35, []], [40, []], [43, []], [44, []], [41, []]]], [[[14, [14, 11, 5]]], [[15, [15, 47]]], [[9, [9, 10]]], [[17, [17, 12, 3]]], [[50, [50, 32, 33]]], [[7, [7, 35]]], [[6, [6, 41, 40]]], [[8, [8, 45]]], [[8, [38, 36]]], [[42, [42, 39, 43]]], [[37, [37, 44]]], [[24, [24, 22]]]]]",8,2,2,appendix
50,RC101_0.5.dat,8,823.5451493391722,2639.604886054993,"[[[[0, [1]], [2, [2, 31, 29, 5, 3, 4]], [3, []], [5, []], [1, []], [4, []], [46, [46, 35, 33]], [8, [8, 45]], [45, []], [44, [44, 43]], [39, [39, 36]], [41, [41, 40, 27, 42]], [42, []], [43, []], [40, []], [35, []], [36, []], [37, [37, 38, 28]], [38, []], [50, [50, 26, 34, 30, 32, 22]], [34, []], [31, []], [29, []], [27, []], [26, []], [28, []], [30, []], [32, []], [33, []], [24, [24]], [20, [20]], [22, []]], [[0, [16, 47, 13, 11, 12, 15, 14, 17, 25, 7, 6, 19, 10, 48, 23, 18, 21]], [23, []], [48, []], [18, []], [21, []], [25, []], [9, [9, 49]], [13, []], [15, []], [16, []], [17, []], [47, []], [14, []], [12, []], [11, []], [10, []], [7, []], [6, []], [19, []], [49, []]]], [[[2, [2, 5, 3, 4]]], [[2, [31, 29]]], [[46, [46, 35, 33]]], [[8, [8, 45]]], [[44, [44, 43]]], [[39, [39, 36]]], [[41, [41, 40, 27, 42]]], [[37, [37, 38, 28]]], [[9, [9, 49]]], [[50, [50, 26]]], [[50, [34, 30, 32, 22]]], [[24, [24]]], [[20, [20]]]]]",8,2,2,appendix
50,RC101_0.5.dat,9,824.2972336752347,2635.524406671524,"[[[[0, [39, 38, 36, 40, 44, 45, 46, 35, 42, 37, 16, 17, 47, 24, 13, 1, 49]], [41, [41, 43, 11]], [42, []], [39, []], [38, []], [36, []], [40, []], [35, []], [37, []], [44, []], [43, []], [1, []], [45, []], [46, []], [12, [12, 15]], [14, [14, 19]], [47, []], [17, []], [16, []], [15, []], [11, []], [13, []], [9, [9, 20]], [24, []], [19, []], [49, []], [20, []]], [[0, []], [2, [2, 33, 26, 29, 4, 5, 3]], [3, []], [7, [7, 28, 22]], [6, [6, 48]], [4, []], [5, []], [8, [8, 31]], [10, [30, 10, 34, 32, 18, 25]], [50, [50, 27, 21, 23]], [34, []], [32, []], [30, []], [28, []], [26, []], [27, []], [29, []], [31, []], [33, []], [18, []], [48, []], [25, []], [23, []], [21, []], [22, []]]], [[[2, [26, 29, 5]]], [[2, [2, 33, 4, 3]]], [[7, [7, 28, 22]]], [[6, [6, 48]]], [[8, [8, 31]]], [[41, [41, 43, 11]]], [[10, [34, 32, 25]]], [[10, [30, 10, 18]]], [[50, [50, 27]]], [[50, [21, 23]]], [[12, [12, 15]]], [[14, [14, 19]]], [[9, [9, 20]]]]]",8,2,2,appendix
50,RC101_0.5.dat,10,829.0,2523.974152565002,"[[[[0, [44, 34, 50, 26, 32, 28, 37, 30, 39, 33, 29, 27, 38, 36, 41, 35, 31, 40, 49, 21, 25, 23]], [42, [42, 43, 19]], [41, []], [39, []], [38, []], [36, []], [35, []], [40, []], [43, []], [44, []], [37, []], [50, []], [34, []], [31, []], [29, []], [27, []], [26, []], [32, []], [30, []], [28, []], [33, []], [49, []], [19, []], [23, []], [25, []], [21, []]], [[0, [16, 1]], [13, [13, 2, 5]], [16, []], [47, [47, 11, 3]], [14, [14, 15]], [15, []], [11, []], [10, [10, 4]], [7, [7, 18]], [8, [8, 46]], [46, []], [1, []], [3, []], [5, []], [4, []], [45, [45, 9]], [2, []], [6, [6, 48, 22]], [12, [12, 17]], [17, []], [9, []], [24, [24]], [18, []], [48, []], [20, [20]], [22, []]]], [[[13, [13, 2, 5]]], [[47, [47, 11, 3]]], [[14, [14, 15]]], [[10, [10, 4]]], [[42, [42, 43, 19]]], [[7, [7, 18]]], [[8, [8, 46]]], [[45, [45, 9]]], [[6, [6, 48, 22]]], [[12, [12, 17]]], [[24, [24]]], [[20, [20]]]]]",8,2,2,appendix
50,RC101_1.5.dat,1,1084.0,1251.210233211517,"[[[[0, [20, 49, 19, 28, 26, 48, 18, 33, 23, 32, 30, 21, 25, 24, 27, 22, 50, 29, 34, 41, 38, 39, 31]], [20, []], [49, []], [19, []], [48, []], [18, []], [21, []], [25, []], [23, []], [24, []], [22, []], [33, []], [32, []], [30, []], [28, []], [26, []], [27, []], [29, []], [31, []], [34, []], [50, []], [38, []], [39, []], [41, []]], [[0, [14, 47, 13, 9, 17, 16, 15, 4, 35, 6, 1, 44, 8, 40, 36, 10]], [12, [12]], [14, []], [47, []], [17, []], [16, []], [15, []], [13, []], [9, []], [10, []], [11, [11, 5, 2]], [7, [7, 3]], [2, []], [46, [46]], [8, []], [6, []], [4, []], [45, [45]], [5, []], [3, []], [1, []], [37, [37]], [40, []], [36, []], [35, []], [44, []], [43, [43]], [42, [42]]]], [[[12, [12]]], [[11, [11]]], [[11, [5, 2]]], [[7, [7, 3]]], [[46, [46]]], [[45, [45]]], [[37, [37]]], [[43, [43]]], [[42, [42]]]]]",2,2,2,appendix
50,RC101_1.5.dat,2,1089.0,1549.128045558929,"[[[[0, [19, 21, 49, 18, 48, 26, 34, 28, 27, 22, 24, 33, 23, 25, 29, 30, 31, 32, 50, 41]], [20, [20]], [22, []], [24, []], [23, []], [25, []], [21, []], [18, []], [48, []], [19, []], [49, []], [33, []], [31, []], [29, []], [27, []], [26, []], [28, []], [30, []], [32, []], [34, []], [50, []], [41, []]], [[0, [47, 9, 10, 13, 16, 15, 6, 17, 1, 14, 36, 35, 40, 38, 44, 4, 8, 39]], [12, [12]], [14, []], [47, []], [17, []], [15, []], [16, []], [13, []], [9, []], [10, []], [11, [11]], [7, [7, 2]], [6, []], [46, [46]], [4, []], [8, []], [2, []], [3, [3, 5]], [5, []], [45, [45]], [1, []], [43, [43]], [40, []], [39, []], [38, []], [35, []], [36, []], [37, [37]], [44, []], [42, [42]]]], [[[20, [20]]], [[12, [12]]], [[11, [11]]], [[7, [7, 2]]], [[46, [46]]], [[3, [3, 5]]], [[45, [45]]], [[43, [43]]], [[37, [37]]], [[42, [42]]]]]",2,2,2,appendix
50,RC101_1.5.dat,3,1067.479767351956,1599.591645479202,"[[[[0, [16, 6, 13, 1, 35, 5, 2, 3, 7, 17, 9, 10, 36, 38, 41, 15, 40, 14, 4, 8, 39, 44]], [12, [12]], [14, []], [47, [47]], [17, []], [16, []], [15, []], [13, []], [9, []], [10, []], [11, [11]], [7, []], [2, []], [6, []], [4, []], [8, []], [46, [46]], [45, [45]], [5, []], [3, []], [1, []], [43, [43]], [42, [42]], [44, []], [40, []], [35, []], [36, []], [37, [37]], [38, []], [39, []], [41, []]], [[0, [24, 25, 23, 32, 30, 29, 28, 27, 33, 34, 26, 21, 48, 18, 31, 50, 19, 49, 22]], [24, []], [19, []], [49, []], [22, []], [25, []], [23, []], [21, []], [48, []], [18, []], [20, [20]], [33, []], [32, []], [30, []], [26, []], [28, []], [29, []], [27, []], [31, []], [34, []], [50, []]]], [[[12, [12]]], [[47, [47]]], [[11, [11]]], [[46, [46]]], [[20, [20]]], [[45, [45]]], [[43, [43]]], [[42, [42]]], [[37, [37]]]]]",2,2,2,appendix
50,RC101_1.5.dat,4,1087.583205514397,1840.368815898895,"[[[[0, [50, 28, 27, 34, 18, 22, 33, 48, 21, 25, 23, 19, 49, 32, 30, 26, 29, 31]], [21, []], [25, []], [23, []], [48, []], [18, []], [19, []], [49, []], [20, [20]], [33, []], [32, []], [30, []], [26, []], [27, []], [28, []], [29, []], [31, []], [34, []], [50, []], [24, [24]], [22, []]], [[0, [44, 8, 35, 5, 41, 6, 7, 36, 2, 40, 9, 43, 1, 4, 38, 39, 17, 14, 15, 13, 10]], [41, []], [39, []], [38, []], [37, [37, 3]], [36, []], [35, []], [40, []], [43, []], [44, []], [42, [42]], [1, []], [3, []], [5, []], [45, [45]], [4, []], [8, []], [46, [46]], [2, []], [6, []], [7, []], [12, [12]], [47, [47]], [15, []], [13, []], [9, []], [11, [11]], [10, []], [16, [16]], [17, []], [14, []]]], [[[37, [37, 3]]], [[42, [42]]], [[20, [20]]], [[45, [45]]], [[46, [46]]], [[12, [12]]], [[47, [47]]], [[11, [11]]], [[16, [16]]], [[24, [24]]]]]",2,2,2,appendix
50,RC101_1.5.dat,5,1081.0,1765.631069660187,"[[[[0, [22, 19, 49, 23, 21, 18, 48, 25, 33, 32, 30, 26, 29, 31, 34, 50, 38, 28, 27, 24, 39, 41]], [22, []], [24, []], [23, []], [25, []], [21, []], [48, []], [18, []], [19, []], [49, []], [20, [20]], [33, []], [32, []], [30, []], [28, []], [26, []], [27, []], [29, []], [31, []], [34, []], [50, []], [38, []], [39, []], [41, []]], [[0, [17, 14, 8, 4, 44, 36, 40, 35, 15, 9, 13, 16, 10, 6, 7, 3, 2, 5, 1]], [12, [12]], [10, []], [11, [11]], [9, []], [13, []], [15, []], [16, []], [17, []], [47, [47]], [14, []], [6, []], [7, []], [8, []], [46, [46]], [4, []], [2, []], [3, []], [45, [45]], [5, []], [1, []], [43, [43]], [44, []], [36, []], [37, [37]], [35, []], [40, []], [42, [42]]]], [[[12, [12]]], [[11, [11]]], [[47, [47]]], [[20, [20]]], [[46, [46]]], [[45, [45]]], [[43, [43]]], [[37, [37]]], [[42, [42]]]]]",2,2,2,appendix
50,RC101_1.5.dat,6,1062.657461330736,2049.748114824295,"[[[[0, [16, 8, 7, 14, 5, 9, 36, 35, 1, 13, 15, 17, 40, 39, 2, 41, 4, 38, 10, 44]], [12, [12]], [11, [11]], [10, []], [9, []], [13, []], [15, []], [16, []], [17, []], [47, [47]], [14, []], [6, [6, 3]], [2, []], [7, []], [8, []], [46, [46]], [4, []], [5, []], [3, []], [45, [45]], [1, []], [43, [43]], [40, []], [36, []], [35, []], [37, [37]], [38, []], [39, []], [44, []], [42, [42]], [41, []]], [[0, [19, 49, 33, 29, 26, 28, 27, 24, 50, 22, 18, 48, 32, 25, 30, 31, 34, 23, 21]], [22, []], [24, []], [23, []], [25, []], [21, []], [48, []], [18, []], [19, []], [49, []], [20, [20]], [33, []], [30, []], [31, []], [29, []], [27, []], [26, []], [28, []], [32, []], [34, []], [50, []]]], [[[12, [12]]], [[11, [11]]], [[47, [47]]], [[20, [20]]], [[6, [6, 3]]], [[46, [46]]], [[45, [45]]], [[43, [43]]], [[37, [37]]], [[42, [42]]]]]",2,2,2,appendix
