customer,beta,dataset,run,strategy,segments,tabu_iterations,best_solution,best_solution_one_visit,best_solution_multi_visit,fitness_best_solution,fitness_best_solution_one_visit,fitness_best_solution_multi_visit,runtime_sec,best_t_segment
15,0.5,RC101_0.5.dat,1,no_div,13,341,"[[[[0, [1, 3, 5, 4, 8, 7, 6, 2]], [1, []], [3, []], [5, []], [4, []], [8, []], [7, []], [6, []], [2, []]], [[0, [11, 10, 13, 14]], [12, [12]], [15, [15, 9]], [11, []], [13, []], [9, []], [10, []], [14, []]]], [[[12, [12]]], [[15, [15, 9]]]]]","[[0, 1, 3, 5, 4, 8, 7, 6, 2], [0, 12, 15, 11, 13, 9, 10, 14]]","[[[12, [12]]], [[15, [15, 9]]]]",295,295,295,17.1239755153656,0
15,0.5,RC101_0.5.dat,1,div,14,375,"[[[[0, [1, 3, 5, 4, 8, 7, 6, 2]], [1, []], [3, []], [5, []], [4, []], [8, []], [7, []], [6, []], [2, []]], [[0, [11, 10, 13, 14]], [12, [12]], [15, [15, 9]], [11, []], [13, []], [9, []], [10, []], [14, []]]], [[[12, [12]]], [[15, [15, 9]]]]]","[[0, 1, 3, 5, 4, 8, 7, 6, 2], [0, 12, 15, 11, 13, 9, 10, 14]]","[[[12, [12]]], [[15, [15, 9]]]]",295,295,295,17.94331049919128,0
