customer,beta,dataset,run,strategy,segments,tabu_iterations,best_solution,best_solution_one_visit,best_solution_multi_visit,fitness_best_solution,fitness_best_solution_one_visit,fitness_best_solution_multi_visit,runtime_sec,best_t_segment
20,2,C101_2.dat,5,no_div,15,512,"[[[[0, [13, 1, 16]], [1, []], [3, [3, 19]], [10, [10, 18]], [13, [14]], [18, []], [19, []], [16, []], [14, []], [12, [12, 6]], [9, [9]], [8, [8]], [6, []]], [[0, [4, 5, 11]], [4, []], [5, []], [2, [2]], [7, [7, 15]], [11, []], [15, []], [17, [17, 20]], [20, []]]], [[[3, [3, 19]]], [[2, [2]]], [[10, [10, 18]]], [[13, [14]]], [[7, [7, 15]]], [[12, [12, 6]]], [[17, [17, 20]]], [[9, [9]]], [[8, [8]]]]]","[[0, 1, 3, 10, 13, 18, 19, 16, 14, 12, 9, 8, 6], [0, 4, 5, 2, 7, 11, 15, 17, 20]]","[[[3, [3, 19]]], [[2, [2]]], [[10, [10, 18]]], [[13, [14]]], [[7, [7, 15]]], [[12, [12, 6]]], [[17, [17, 20]]], [[9, [9]]], [[8, [8]]]]",372.2574823008809,372.2574823008809,372.2574823008809,91.01442122459412,2
20,2,C101_2.dat,5,div,16,607,"[[[[0, [16]], [2, [2]], [7, [7]], [17, [17, 14]], [16, []], [14, []], [12, [12, 6]], [9, [9]], [8, [8]], [6, []]], [[0, [4, 11, 13, 19]], [3, [3, 1]], [5, [5]], [4, []], [1, []], [10, [10, 18, 15, 20]], [11, []], [13, []], [15, []], [19, []], [18, []], [20, []]]], [[[2, [2]]], [[3, [3, 1]]], [[5, [5]]], [[7, [7]]], [[10, [10, 18]]], [[10, [15, 20]]], [[17, [17, 14]]], [[12, [12, 6]]], [[9, [9]]], [[8, [8]]]]]","[[0, 2, 7, 17, 16, 14, 12, 9, 8, 6], [0, 3, 5, 4, 1, 10, 11, 13, 15, 19, 18, 20]]","[[[2, [2]]], [[3, [3, 1]]], [[5, [5]]], [[7, [7]]], [[10, [10, 18]]], [[10, [15, 20]]], [[17, [17, 14]]], [[12, [12, 6]]], [[9, [9]]], [[8, [8]]]]",374,374,374,106.0960326194763,2
