customer,beta,dataset,run,strategy,segments,tabu_iterations,best_solution,best_solution_one_visit,best_solution_multi_visit,fitness_best_solution,fitness_best_solution_one_visit,fitness_best_solution_multi_visit,runtime_sec,best_t_segment
15,2,RC101_2.dat,3,no_div,13,362,"[[[[0, [5, 4, 3, 2, 1, 7]], [7, []], [8, [8]], [3, []], [5, []], [4, []], [1, []], [6, [6]], [2, []]], [[0, [15, 12, 10, 11, 13]], [10, []], [11, []], [9, [9, 14]], [13, []], [15, []], [14, []], [12, []]]], [[[8, [8]]], [[6, [6]]], [[9, [9, 14]]]]]","[[0, 7, 8, 3, 5, 4, 1, 6, 2], [0, 10, 11, 9, 13, 15, 14, 12]]","[[[8, [8]]], [[6, [6]]], [[9, [9, 14]]]]",490,490,490,16.35564112663269,0
15,2,RC101_2.dat,3,div,16,455,"[[[[0, [5, 1, 3, 2, 7]], [6, [6]], [8, [8]], [1, []], [4, [4]], [5, []], [3, []], [2, []], [7, []]], [[0, [10, 11, 13, 15, 12]], [10, []], [11, []], [9, [9, 14]], [13, []], [15, []], [14, []], [12, []]]], [[[6, [6]]], [[8, [8]]], [[4, [4]]], [[9, [9, 14]]]]]","[[0, 6, 8, 1, 4, 5, 3, 2, 7], [0, 10, 11, 9, 13, 15, 14, 12]]","[[[6, [6]]], [[8, [8]]], [[4, [4]]], [[9, [9, 14]]]]",490,490,490,20.22378945350647,2
